0.0052151-0.0049831i,-0.0020334+0.0040546i,-0.0037923-0.0023245i,0.016151-0.0012806i,-0.05295+0.011427i,0.78932-0.1962i,0.12799-0.026894i,-0.070935-0.0017758i,-0.10709+0.35375i,-0.10518+0.088286i,0.122-0.082824i,0.17871-0.12076i,0.017578-0.00088926i
0.015031+0.0017868i,-0.017859+0.001671i,0.022377-0.0076241i,-0.030922+0.019486i,0.054177-0.052564i,-0.49535+0.67422i,-0.051798+0.089564i,0.020433-0.02606i,-0.06009-0.37377i,-0.021576-0.096822i,0.054099+0.049612i,0.25434-0.20865i,-0.038103+0.084949i
-0.013414+0.0033137i,0.014903-0.0074435i,-0.017188+0.014471i,0.02138-0.02838i,-0.032649+0.067115i,0.2486-0.79809i,0.021114-0.10186i,-0.010638+0.031387i,0.14638+0.34742i,0.044431+0.090745i,-0.065343-0.040282i,-0.2244+0.23774i,0.034066-0.086961i
0.010413-0.0060269i,-0.010477+0.010253i,0.01037-0.017452i,-0.009865+0.03175i,0.0080606-0.071796i,0.024365+0.83304i,0.012631+0.10599i,-0.0011346-0.035694i,-0.22261-0.29874i,-0.066928-0.082848i,0.076832+0.0331i,0.18815-0.26933i,-0.024299+0.10137i
-0.0079951+0.0067051i,0.006809-0.010536i,-0.0045334+0.017099i,-0.00036691-0.03022i,0.014758+0.067251i,-0.29172-0.77662i,-0.048367-0.099923i,0.016339+0.03668i,0.28149+0.23306i,0.091494+0.070326i,-0.09272-0.023977i,-0.13962+0.2966i,-0.00233-0.11718i
0.0070216-0.0068808i,-0.0048923+0.010015i,0.00089969-0.015372i,0.0076281+0.026079i,-0.032777-0.056338i,0.52407+0.63758i,0.082695+0.081304i,-0.033596-0.030865i,-0.31988-0.15841i,-0.11645-0.048587i,0.11169+0.0063751i,0.080709-0.3094i,0.044063+0.11789i
-0.00684+0.0079927i,0.0040661-0.010302i,0.0011382+0.01413i,-0.012295-0.021581i,0.045413+0.042197i,-0.69794-0.43308i,-0.10995-0.049794i,0.048556+0.016362i,0.33928+0.081954i,0.13589+0.015298i,-0.1268+0.023457i,-0.021276+0.30148i,-0.086283-0.093276i
0.0059707-0.010301i,-0.0027725+0.011734i,-0.003183-0.013857i,0.015898+0.017536i,-0.053593-0.026644i,0.79718+0.18544i,0.12415+0.008663i,-0.055962+0.0051351i,-0.34354-0.0073569i,-0.14267+0.026817i,0.12944-0.06289i,-0.026344-0.27549i,0.11042+0.047215i
-0.0033405+0.012724i,-0.00010632-0.013211i,0.0063774+0.013499i,-0.019538-0.01313i,0.058078+0.009898i,-0.81291+0.080346i,-0.12167+0.035539i,0.05259-0.028579i,0.33556-0.065234i,0.13266-0.07038i,-0.11461+0.10345i,0.054757+0.24214i,-0.1058+0.0037319i
-0.00082786-0.013676i,0.0042962+0.013108i,-0.010384-0.011464i,0.022794+0.0070073i,-0.058311+0.0083153i,0.7433-0.33798i,0.10299-0.075202i,-0.039116+0.047903i,-0.31515+0.13679i,-0.10729+0.10678i,0.084252-0.13522i,-0.065912-0.21412i,0.076544-0.040134i
0.0050911+0.012267i,-0.0082342-0.010581i,0.01352+0.0070325i,-0.023896+0.001214i,0.052646-0.027201i,-0.59399+0.561i,-0.072336+0.10446i,0.019692-0.058994i,0.27957-0.20626i,0.072823-0.13042i,-0.046126+0.15214i,0.069562+0.19878i,-0.038953+0.051398i
-0.0077632-0.0090214i,0.010143+0.0063183i,-0.013945-0.0011504i,0.021043-0.010118i,-0.039788+0.044123i,0.37892-0.72464i,0.035578-0.12089i,0.0004692+0.06138i,-0.22626+0.26901i,-0.03673+0.14098i,0.0092398-0.15489i,-0.076837-0.19432i,0.011055-0.041641i
0.0028137+0.004874i,-0.00054973-0.0021826i,-0.0033853-0.002798i,0.011225+0.013469i,-0.032829-0.045558i,0.42912+0.69398i,0.05381+0.11588i,-0.005837-0.070086i,-0.39207+0.021541i,-0.080237-0.064686i,0.018941+0.061907i,-0.37119-0.080126i,0.14117+0.08186i
-0.005228-0.00029968i,0.0022169-0.0018173i,0.0031215+0.0056282i,-0.014006-0.013657i,0.044867+0.037636i,-0.62998-0.52349i,-0.089251-0.084763i,0.02867+0.05417i,0.37009-0.10156i,0.098593+0.028497i,-0.038086-0.03444i,0.39096+0.0036675i,-0.16575-0.02629i
0.0036885-0.0048564i,1.8566e-06+0.0061531i,-0.0064774-0.0083599i,0.019615+0.012847i,-0.05689-0.026084i,0.76831+0.29685i,0.10859+0.044224i,-0.040098-0.032358i,-0.33701+0.17351i,-0.099341+0.011203i,0.03962+0.0034944i,-0.38366+0.075501i,0.15877-0.031799i
0.0010919+0.0076314i,-0.0052498-0.0078001i,0.012389+0.0079646i,-0.026642-0.0081837i,0.066672+0.0089467i,-0.82809-0.035i,-0.11104-0.0026234i,0.040494+0.011692i,0.29323-0.23948i,0.084527-0.044922i,-0.026384+0.020328i,0.35372-0.14334i,-0.12782+0.072882i
-0.0065325-0.0064891i,0.010742+0.0052913i,-0.01782-0.0031338i,0.031715-0.0012571i,-0.07028+0.013448i,0.79967-0.23544i,0.099965-0.033717i,-0.034066+0.0034098i,-0.23626+0.29885i,-0.061112+0.067299i,0.0069162-0.031697i,-0.31291+0.19311i,0.091125-0.089144i
0.0098055+0.0021779i,-0.013507+0.00040452i,0.019644-0.0048282i,-0.031555+0.013574i,0.064359-0.037684i,-0.68285+0.48414i,-0.080212+0.06215i,0.025754-0.012681i,0.16424-0.34693i,0.036519-0.078925i,0.010161+0.032625i,0.27267-0.22797i,-0.065437+0.088023i
-0.0095275+0.0028537i,0.012182-0.0065449i,-0.016558+0.012767i,0.025024-0.024946i,-0.048331+0.058421i,0.48895-0.68125i,0.055348-0.082937i,-0.01817+0.018805i,-0.079175+0.37679i,-0.014447+0.084371i,-0.021289-0.029786i,-0.23727+0.25706i,0.055582-0.085741i
0.0064633-0.0060472i,-0.0077295+0.010336i,0.0098138-0.017561i,-0.01386+0.031726i,0.025092-0.070818i,-0.24021+0.80266i,-0.02657+0.096914i,0.010555-0.024485i,-0.01216-0.38293i,-0.0063799-0.087927i,0.029344+0.029046i,0.2022-0.28799i,-0.052311+0.095323i
-0.0028559+0.0062785i,0.0026844-0.010581i,-0.0023585+0.017898i,0.0016784-0.032381i,0.00021046+0.072731i,-0.03361-0.83447i,-0.0062151-0.10337i,-0.0002765+0.029877i,0.10047+0.36438i,0.029865+0.089997i,-0.04048-0.030956i,-0.15869+0.32081i,0.039811-0.11718i
0.00089262-0.0043862i,0.00051086+0.0082229i,-0.0029918-0.014836i,0.0080631+0.028084i,-0.022555-0.065379i,0.30048+0.77488i,0.042105+0.099677i,-0.014287-0.032113i,-0.17769-0.32532i,-0.058352-0.086585i,0.058725+0.030218i,0.10118-0.34747i,-0.0076611+0.13856i
-0.0013376+0.0024164i,-0.00097207-0.0055066i,0.0051391+0.010869i,-0.01382-0.021669i,0.039078+0.052174i,-0.53121-0.63326i,-0.077495-0.082946i,0.031551+0.027231i,0.23996+0.27263i,0.089535+0.072162i,-0.082062-0.019425i,-0.032617+0.35707i,-0.040853-0.14214i
0.0031996-0.002159i,-0.00028719+0.0043966i,-0.0050589-0.0082062i,0.016354+0.015733i,-0.049597-0.036593i,0.70277+0.42711i,0.10629+0.052556i,-0.046764-0.01315i,-0.28783-0.2123i,-0.11663-0.043933i,0.10268-0.0054753i,-0.036017-0.34344i,0.089695+0.11802i
-0.0045801+0.0039781i,0.0012823-0.0053265i,0.0047874+0.0074187i,-0.017635-0.011165i,0.055484+0.020513i,-0.79948-0.17882i,-0.1221-0.011791i,0.054323-0.0083487i,0.32383+0.1469i,0.13171+0.0045873i,-0.11128+0.041717i,0.091689+0.30975i,-0.1197-0.071039i
0.0040599-0.0066926i,-0.00055073+0.0070892i,-0.0058095-0.0073388i,0.019099+0.0070264i,-0.057828-0.0040177i,0.81281-0.086758i,0.12104-0.03262i,-0.050855+0.03199i,-0.34914-0.075784i,-0.13012+0.03834i,0.10257-0.080588i,-0.12685-0.26727i,0.12049+0.018464i
-0.0016601+0.0085231i,-0.0018319-0.0078684i,0.0079804+0.0061836i,-0.02051-0.0017718i,0.056242-0.013353i,-0.74113+0.3435i,-0.10351+0.07289i,0.03707-0.051535i,0.36156-0.0022594i,0.11293-0.076127i,-0.078353+0.11209i,0.14355+0.22889i,-0.09678+0.020351i
-0.0012587-0.0084013i,0.0043858+0.0066459i,-0.0097006-0.0030673i,0.02018-0.0051356i,-0.049157+0.030945i,0.59018-0.56507i,0.073708-0.10306i,-0.017194+0.062832i,-0.35638+0.0858i,-0.08603+0.10316i,0.046195-0.13032i,-0.15143-0.20178i,0.064961-0.035575i
-0.0070739+0.0099367i,0.0087383-0.0068895i,-0.011275+0.0011499i,0.015694+0.011234i,-0.026234-0.048361i,0.19259+0.78986i,0.0032872+0.13206i,0.025812-0.070385i,-0.33263-0.19038i,-0.028446-0.11912i,-0.029583+0.10735i,-0.31822-0.085572i,0.078227+0.11753i
0.0011794-0.0093165i,-0.0036196+0.0067332i,0.0077349-0.0018273i,-0.015754-0.0088377i,0.037536+0.041055i,-0.43494-0.68934i,-0.049621-0.11816i,0.0030468+0.066756i,0.35769+0.1136i,0.067231+0.099011i,-0.0085412-0.096357i,0.35397+0.028414i,-0.1281-0.086521i
0.0021801+0.0053724i,0.00098924-0.0034089i,-0.0065012-0.00027844i,0.017579+0.0082476i,-0.048669-0.032294i,0.63479+0.51766i,0.085298+0.087837i,-0.024649-0.051497i,-0.36966-0.03794i,-0.093165-0.064954i,0.034165+0.070661i,-0.36874+0.044634i,0.15437+0.033367i
-0.0015934-0.0009782i,-0.0022238-0.00011268i,0.0088506+0.0021355i,-0.022176-0.006492i,0.059709+0.019705i,-0.77192-0.28967i,-0.10498-0.048519i,0.034974+0.031163i,0.37064-0.038492i,0.10177+0.02623i,-0.042483-0.040832i,0.35713-0.11931i,-0.14974+0.02157i
-0.0018503-0.00094527i,0.0060783+0.00085847i,-0.013317-0.00077858i,0.027718+0.00079032i,-0.067987-0.0014258i,0.82988+0.026447i,0.10841+0.0084297i,-0.035056-0.012624i,-0.3584+0.11742i,-0.095385+0.0079013i,0.036834+0.017153i,-0.32448+0.18208i,0.12301-0.059548i
0.0053477-0.00076807i,-0.0095442+0.00225i,0.016638-0.0046907i,-0.030603+0.0093446i,0.06934-0.021748i,-0.79881+0.24487i,-0.099236+0.026664i,0.029473-0.00034363i,0.32825-0.19687i,0.080859-0.032726i,-0.025765-0.0041196i,0.28277-0.2274i,-0.09259+0.074417i
-0.0062024+0.0048829i,0.0097952-0.0077402i,-0.015848+0.012445i,0.02773-0.021467i,-0.060609+0.045828i,0.67877-0.49334i,0.082099-0.054773i,-0.022982+0.0082237i,-0.27694+0.27033i,-0.06489+0.049454i,0.01715-0.0010753i,-0.2427+0.25951i,0.074015-0.075092i
0.0035083-0.0086353i,-0.0059684+0.01255i,0.010171-0.019007i,-0.018515+0.031425i,0.041804-0.065136i,-0.48175+0.6888i,-0.05992+0.076541i,0.017547-0.01415i,0.2059-0.32901i,0.049982-0.06276i,-0.013257+0.0052944i,0.20713-0.28788i,-0.07003+0.078087i
0.0013517+0.0095226i,-0.00033458-0.013953i,-0.0015194+0.021333i,0.0053849-0.035666i,-0.016541+0.074942i,0.23077-0.80729i,0.033126-0.092682i,-0.011629+0.020742i,-0.1218+0.36587i,-0.033676+0.076286i,0.0099478-0.013744i,-0.17022+0.31945i,0.069546-0.095248i
-0.0056559-0.0068502i,0.0060905+0.011204i,-0.0066608-0.018587i,0.0075358+0.033159i,-0.0095167-0.073634i,0.043866+0.83551i,-0.0010972+0.10191i,0.0020808-0.027602i,0.033927-0.37874i,0.011383-0.089214i,-0.00038977+0.025691i,0.12263-0.35287i,-0.056097+0.12493i
0.0070801+0.0020775i,-0.0087253-0.0058864i,0.011429+0.012491i,-0.016675-0.025765i,0.031243+0.063147i,-0.31004-0.77245i,-0.035329-0.10086i,0.012754+0.03116i,0.049736+0.37062i,0.01919+0.096194i,-0.0193-0.034469i,-0.059211+0.3787i,0.020022-0.1525i
-0.0050874+0.0021952i,0.007597+0.00081116i,-0.011947-0.0061162i,0.020768+0.016907i,-0.046076-0.047489i,0.53888+0.62811i,0.072186+0.086057i,-0.030897-0.026948i,-0.12538-0.34706i,-0.055088-0.090674i,0.046341+0.031745i,-0.016004-0.38533i,0.033823+0.15983i
0.0011148-0.0038815i,-0.0041798+0.0017618i,0.0096666+0.0019633i,-0.02107-0.0094689i,0.05435+0.030417i,-0.70794-0.4203i,-0.10284-0.056682i,0.047053+0.012776i,0.19332+0.31236i,0.08865+0.069383i,-0.072017-0.013177i,0.09094+0.36666i,-0.088016-0.1374i
0.002489+0.0026162i,0.00091524-0.0014049i,-0.0070878-0.00058835i,0.020021+0.0043092i,-0.057911-0.013761i,0.80205+0.17136i,0.12043+0.016144i,-0.055214+0.0093424i,-0.25529-0.26735i,-0.11125-0.034979i,0.086404-0.018304i,-0.15197-0.32645i,0.12292+0.09102i
-0.0040117+0.00023256i,0.00044212-0.00048151i,0.0059841+0.00062346i,-0.019341-0.00028122i,0.058122-0.0026161i,-0.81296+0.094078i,-0.12088+0.028556i,0.051899-0.033788i,0.31097+0.20985i,0.11781-0.0048982i,-0.084004+0.053767i,0.19155+0.2765i,-0.12859-0.038579i
0.0033698-0.0026718i,0.00013235+0.0018693i,-0.006305-7.5501e-05i,0.018877-0.0043681i,-0.054668+0.01938i,0.73913-0.35009i,0.10459-0.069424i,-0.037937+0.054095i,-0.35626-0.13768i,-0.10917+0.041551i,0.066611-0.083252i,-0.21194-0.22976i,0.11045-0.00081405i
-0.017939+0.0072209i,0.018844-0.0038249i,-0.019704-0.0023958i,0.020178+0.015509i,-0.01838-0.054023i,-0.063335+0.80956i,-0.047853+0.12609i,0.051783-0.057129i,-0.16315-0.32898i,0.043297-0.13693i,-0.090697+0.11949i,-0.24993-0.055165i,0.0027619+0.10905i
0.011955-0.012039i,-0.013745+0.0090155i,0.016373-0.0032751i,-0.020818-0.0091562i,0.031268+0.046423i,-0.19837-0.78804i,-0.00046193-0.13251i,-0.023836+0.067131i,0.22477+0.28131i,0.0033193+0.14171i,0.046528-0.13259i,0.28648+0.026304i,-0.057312-0.11383i
-0.0055502+0.012309i,0.0081192-0.0097844i,-0.012339+0.0049073i,0.020414+0.0057879i,-0.042167-0.038148i,0.44031+0.68625i,0.046671+0.1191i,-0.003792-0.062978i,-0.27521-0.22778i,-0.047389-0.12691i,-0.0037107+0.12518i,-0.31582+0.024888i,0.10748+0.086558i
0.001755-0.0094114i,-0.0050522+0.0075543i,0.010679-0.0039415i,-0.021844-0.0040175i,0.05297+0.028175i,-0.63973-0.51307i,-0.08203-0.089707i,0.023751+0.047972i,0.31773+0.1681i,0.079375+0.09738i,-0.026983-0.10268i,0.32483-0.090681i,-0.13412-0.038049i
-0.001595+0.0063612i,0.0055195-0.0054359i,-0.012251+0.0035498i,0.025671+0.00073244i,-0.063281-0.013992i,0.77592+0.28324i,0.10177+0.051935i,-0.032721-0.028886i,-0.35197-0.099211i,-0.095216-0.062376i,0.041388+0.075747i,-0.3092+0.15678i,0.1314-0.011178i
0.0035831-0.0058292i,-0.0078657+0.0061384i,0.015163-0.0064176i,-0.029627+0.0065496i,0.069968-0.0059468i,-0.83199-0.018196i,-0.10621-0.013646i,0.032419+0.01221i,0.37311+0.019316i,0.097558+0.030532i,-0.043373-0.053955i,0.27515-0.2106i,-0.10936+0.043608i
-0.0048039+0.0084444i,0.0089715-0.010181i,-0.016042+0.012859i,0.029999-0.017703i,-0.068755+0.030197i,0.79799-0.25423i,0.099152-0.020122i,-0.027662-0.00093528i,-0.37433+0.068823i,-0.092995-0.0055754i,0.041326+0.040677i,-0.2347+0.24808i,0.086335-0.055088i
0.0028728-0.012432i,-0.0063397+0.015535i,0.012273-0.020471i,-0.024054+0.029683i,0.056876-0.054146i,-0.67444+0.50245i,-0.084817+0.048084i,0.022836-0.0061891i,0.35091-0.15745i,0.087216-0.014499i,-0.042103-0.032176i,0.19747-0.27475i,-0.076323+0.056122i
0.0024807+0.014785i,-0.00023168-0.018892i,-0.0037661+0.025527i,0.011931-0.038086i,-0.035099+0.07186i,0.47417-0.69604i,0.065318-0.071166i,-0.019103+0.012619i,-0.30345+0.23662i,-0.081269+0.034469i,0.046444+0.021445i,-0.16466+0.30037i,0.079732-0.063422i
-0.0091943-0.013207i,0.0084396+0.017745i,-0.0068386-0.025218i,0.0031925+0.039612i,0.0078179-0.078881i,-0.22102+0.81138i,-0.040264+0.089781i,0.01412-0.020686i,0.23799-0.2984i,0.071354-0.057233i,-0.04883-0.0040771i,0.12896-0.33103i,-0.083543+0.087479i
0.014124+0.0075709i,-0.01483-0.01194i,0.015658+0.019325i,-0.016747-0.033875i,0.01885+0.074276i,-0.0542-0.83591i,0.0085889-0.10191i,-0.0043355+0.029271i,-0.16312+0.33989i,-0.052163+0.08065i,0.041772-0.01779i,-0.080469+0.36392i,0.070705-0.12448i
-0.014939-1.0995e-05i,0.016831+0.0037568i,-0.019761-0.01029i,0.025181+0.023481i,-0.039816-0.06075i,0.31945+0.76947i,0.028773+0.1034i,-0.011742-0.034034i,0.085855-0.36314i,0.021484-0.098002i,-0.021615+0.036105i,0.01451-0.38822i,-0.032431+0.15795i
0.011457-0.0063716i,-0.01417+0.0034834i,0.018699+0.0017033i,-0.027643-0.012379i,0.052959+0.042849i,-0.54634-0.62264i,-0.067344-0.09026i,0.031561+0.030078i,-0.0090768+0.37223i,0.017068+0.10179i,-0.0080439-0.041696i,0.063794+0.39172i,-0.024826-0.16911i
-0.0056141+0.0093227i,0.0088349-0.0073553i,-0.014454+0.0037741i,0.025936+0.003609i,-0.059181-0.02447i,0.71303+0.41339i,0.099873+0.061607i,-0.049185-0.01526i,-0.068048-0.36948i,-0.055052-0.088392i,0.037635+0.030071i,-0.14138-0.36854i,0.082378+0.149i
0.00015916-0.008608i,-0.0036734+0.0075717i,0.0099364-0.0057373i,-0.022914+0.0021386i,0.060747+0.0072568i,-0.8048-0.16386i,-0.11911-0.02113i,0.058234-0.0080103i,0.147+0.35343i,0.083321+0.060507i,-0.056782-0.0044195i,0.20424+0.32315i,-0.12036-0.10445i
0.0030284+0.0058516i,0.00060313-0.0057942i,-0.0070772+0.0058228i,0.020447-0.0062875i,-0.059157+0.0092168i,0.81357-0.1016i,0.1209-0.023822i,-0.055228+0.033676i,-0.22637-0.31984i,-0.096638-0.025841i,0.059998-0.026128i,-0.24511-0.26781i,0.12954+0.053927i
-0.024457-0.0022712i,0.02433+0.0058791i,-0.023214-0.012132i,0.019438+0.024754i,-0.0051752-0.060624i,-0.31631+0.7493i,-0.089382+0.10093i,0.066192-0.035739i,0.05563-0.34497i,0.11065-0.11334i,-0.14278+0.096982i,-0.18984+0.010298i,-0.056211+0.05889i
0.022-0.0068832i,-0.022936+0.0034631i,0.023767+0.0027787i,-0.024105-0.015909i,0.021989+0.054434i,0.059309-0.81011i,0.048234-0.12571i,-0.045628+0.056477i,0.019273+0.34219i,-0.071502+0.14257i,0.10748-0.13232i,0.21009-0.013257i,0.019896-0.094941i
-0.016002+0.012457i,0.017838-0.0094233i,-0.020456+0.0036635i,0.02479+0.0088057i,-0.034955-0.046144i,0.20251+0.78767i,-0.00016315+0.13205i,0.018244-0.064875i,-0.088559-0.32862i,0.023314-0.1539i,-0.06122+0.14942i,-0.23835+0.034841i,0.03324+0.10383i
0.0097915-0.013613i,-0.012428+0.011103i,0.016667-0.0062204i,-0.024672-0.0045191i,0.046201+0.036991i,-0.44476-0.68477i,-0.045306-0.11884i,0.0079456+0.059543i,0.15514+0.3061i,0.023256+0.14543i,0.016048-0.14587i,0.25992-0.077473i,-0.081559-0.081251i
-0.0061035+0.012057i,0.0094834-0.010259i,-0.015154+0.0066771i,0.02629+0.0013026i,-0.05726-0.025574i,0.6443+0.50993i,0.079855+0.090396i,-0.026087-0.044364i,-0.22087-0.27197i,-0.059046-0.12223i,0.017766+0.12758i,-0.26252+0.13284i,0.10695+0.039074i
0.0054693-0.010773i,-0.0094676+0.0099665i,0.016243-0.0081698i,-0.029653+0.0039175i,0.06715+0.0094205i,-0.77986-0.27795i,-0.099411-0.054319i,0.033661+0.02616i,0.2833+0.22168i,0.080634+0.093251i,-0.036911-0.10495i,0.24308-0.18695i,-0.10529+0.0023822i
-0.0060305+0.011999i,0.010342-0.012485i,-0.017645+0.012913i,0.032074-0.01313i,-0.072303+0.012496i,0.83409+0.010838i,0.10482+0.017907i,-0.033021-0.010871i,-0.33537-0.15289i,-0.091013-0.066131i,0.045789+0.086561i,-0.20871+0.22854i,0.087801-0.027224i
0.0048906-0.01572i,-0.0090097+0.017666i,0.016013-0.020526i,-0.029871+0.025487i,0.068475-0.037973i,-0.79713+0.26277i,-0.099878+0.014636i,0.029059+0.00062302i,0.36839+0.06859i,0.096371+0.043361i,-0.052474-0.074432i,0.17124-0.25531i,-0.072537+0.033532i
-0.0001305+0.019637i,0.0034584-0.022939i,-0.0092358+0.028045i,0.020842-0.037359i,-0.053456+0.061793i,0.67012-0.51066i,0.088239-0.04269i,-0.025615+0.0065295i,-0.37638+0.023006i,-0.1012-0.022037i,0.06261+0.063852i,-0.13899+0.27409i,0.071697-0.033413i
-0.007798-0.020617i,0.0057649+0.02487i,-0.0019954-0.031615i,-0.0059335+0.044216i,0.028858-0.077893i,-0.46679+0.7023i,-0.071113+0.067316i,0.022971-0.014182i,0.35898-0.11162i,0.10497-0.0026967i,-0.075299-0.047748i,0.11133-0.29487i,-0.083232+0.043644i
0.016182+0.016707i,-0.015685-0.021309i,0.014347+0.028808i,-0.010957-0.043156i,0.00017865+0.08224i,0.21182-0.81456i,0.047333-0.08846i,-0.018045+0.024182i,-0.32122+0.18926i,-0.10253+0.032941i,0.083664+0.022613i,-0.079491+0.32281i,0.092257-0.073227i
-0.021579-0.0084239i,0.022546+0.012772i,-0.023629-0.020098i,0.024948+0.034519i,-0.027223-0.074659i,0.063695+0.8357i,-0.015546+0.10329i,0.0070684-0.03457i,0.27029-0.25287i,0.087922-0.06525i,-0.079684+0.0079999i,0.033111-0.35361i,-0.081315+0.11617i
0.021804-0.0014587i,-0.02393-0.0021972i,0.027078+0.0086054i,-0.032672-0.021611i,0.04739+0.058583i,-0.32791-0.76636i,-0.023033-0.10687i,0.011075+0.040272i,-0.21146+0.30391i,-0.059106+0.091676i,0.060061-0.034783i,0.031897+0.37524i,0.04264-0.15437i
-0.017125+0.0094786i,0.020031-0.0067274i,-0.02473+0.0017054i,0.033787+0.0087624i,-0.059097-0.038939i,0.55304+0.61755i,0.0633+0.094899i,-0.033112-0.036115i,0.1459-0.34504i,0.020324-0.10401i,-0.029222+0.047957i,-0.10935-0.37511i,0.015728+0.16869i
0.009957-0.01339i,-0.013332+0.011591i,0.019077-0.0081962i,-0.030619+0.0010244i,0.06379+0.019576i,-0.71782-0.40719i,-0.097413-0.066608i,0.052459+0.020205i,-0.071561+0.37645i,0.019379+0.098505i,-0.0025567-0.043118i,0.1854+0.34787i,-0.074062-0.15098i
-0.0033226+0.013221i,0.0069533-0.012379i,-0.013303+0.010749i,0.026302-0.0073602i,-0.064015-0.0018113i,0.80785+0.15709i,0.11785+0.026109i,-0.062474+0.0045034i,-0.013326-0.39417i,-0.050647-0.078025i,0.02472+0.023839i,-0.24602-0.29875i,0.11262+0.10923i
-0.023098-0.014428i,0.021679+0.01789i,-0.018413-0.023497i,0.010481+0.034198i,0.015034-0.063374i,-0.5422+0.61108i,-0.11455+0.064129i,0.067537-0.013869i,0.2453-0.23184i,0.15143-0.058317i,-0.16809+0.051293i,-0.15606+0.096277i,-0.077909-0.013449i
0.02628+0.0041683i,-0.026075-0.0077946i,0.024815+0.014028i,-0.020786-0.026564i,0.0060904+0.062233i,0.31517-0.75095i,0.087045-0.10112i,-0.057831+0.039424i,-0.18562+0.27396i,-0.13161+0.10277i,0.15222-0.098505i,0.14868-0.08563i,0.074288-0.035994i
-0.024134+0.0052641i,0.025007-0.0018157i,-0.025705-0.0044312i,0.025789+0.017525i,-0.023222-0.055938i,-0.057809+0.81147i,-0.045928+0.12519i,0.036688-0.05796i,0.12377-0.30433i,0.094719-0.13742i,-0.11737+0.13667i,-0.159+0.081355i,-0.040967+0.075535i
0.018793-0.011152i,-0.020594+0.0080834i,0.023104-0.0022952i,-0.027209-0.010188i,0.036941+0.047508i,-0.20474-0.7887i,-0.0014241-0.13081i,-0.0098115+0.064033i,-0.058667+0.32611i,-0.048052+0.15449i,0.07152-0.15662i,0.17777-0.094581i,-0.0086184-0.08795i
-0.013461+0.013102i,0.016099-0.010567i,-0.020271+0.0056516i,0.028094+0.0051306i,-0.04924-0.037654i,0.44796+0.68492i,0.045623+0.1175i,-0.014907-0.057025i,-0.012756-0.33841i,0.0020757-0.15254i,-0.026565+0.15666i,-0.19057+0.12688i,0.052952+0.070368i
0.010412-0.01304i,-0.013823+0.011252i,0.019465-0.0076642i,-0.030467-0.00035264i,0.061114+0.024707i,-0.64816-0.50838i,-0.078956-0.089941i,0.03127+0.041298i,0.09145+0.33616i,0.034774+0.13672i,-0.0080564-0.14302i,0.18627-0.16953i,-0.075337-0.035541i
-0.0096298+0.013756i,0.013663-0.013016i,-0.020421+0.011262i,0.03372-0.0070069i,-0.070935-0.0064085i,0.7834+0.27414i,0.0981+0.055543i,-0.03759-0.02356i,-0.17341-0.31308i,-0.059912-0.11536i,0.03005+0.1256i,-0.1632+0.20917i,0.073529+0.0032499i
0.0089528-0.016918i,-0.013266+0.017526i,0.020523-0.018047i,-0.034824+0.018302i,0.074772-0.017604i,-0.836-0.0049035i,-0.10434-0.020907i,0.036742+0.0090711i,0.24996+0.26599i,0.076686+0.094887i,-0.044335-0.11175i,0.12928-0.23612i,-0.05987+0.012525i
-0.0056344+0.021834i,0.009689-0.023933i,-0.016585+0.026912i,0.030263-0.031925i,-0.068553+0.044338i,0.79629-0.26984i,0.10132-0.010622i,-0.033524+0.00089979i,-0.3111-0.1975i,-0.090795-0.076386i,0.058555+0.10201i,-0.09597+0.24997i,0.051941-0.012214i
-0.001677-0.02576i,-0.0015093+0.029204i,0.0071059-0.034412i,-0.01847+0.043749i,0.050731-0.068056i,-0.66618+0.51736i,-0.09201+0.038984i,0.031098-0.0088557i,0.34992+0.11552i,0.10546+0.056044i,-0.07705-0.090748i,0.070147-0.25883i,-0.060001+0.0094546i
0.011805+0.025572i,-0.0099761-0.029917i,0.0064436+0.036708i,0.0012028-0.049262i,-0.023765+0.082718i,0.46028-0.70717i,0.076712-0.065205i,-0.028873+0.018326i,-0.36515-0.029735i,-0.11859-0.028966i,0.09731+0.070911i,-0.049354+0.27278i,0.079573-0.020929i
-0.021495-0.019763i,0.021234+0.024388i,-0.020153-0.031854i,0.017044+0.046067i,-0.0065865-0.084825i,-0.20397+0.81672i,-0.053625+0.088634i,0.023173-0.030508i,0.36055-0.052606i,0.12381-0.0061538i,-0.11127-0.039937i,0.0235-0.29603i,-0.094116+0.054076i
0.027183+0.0094947i,-0.028381-0.013796i,0.029704+0.021015i,-0.031261-0.035225i,0.033768+0.074958i,-0.071535-0.83512i,0.021316-0.10561i,-0.010238+0.042577i,-0.34142+0.129i,-0.11473+0.04471i,0.11058+0.0026828i,0.018044+0.32288i,0.086033-0.10087i
-0.026972+0.001947i,0.029303+0.0016086i,-0.032651-0.0078588i,0.03842+0.020608i,-0.053257-0.057135i,0.33478+0.76367i,0.018546+0.1106i,-0.010473-0.048847i,0.31068-0.20068i,0.089553-0.077811i,-0.09244+0.030553i,-0.078675-0.34039i,-0.048737+0.14189i
