-0.00045049+0.0024657i,-6.3528e-05-0.0032925i,0.00094306+0.0045645i,-0.0025842-0.0067152i,0.0061775+0.011005i,-0.017545-0.023426i,0.6404+0.65422i,0.034567+0.025136i,-0.021704-0.005162i,-0.021353-0.3658i,-0.023136-0.030053i,0.025864+0.021658i,-0.037249-0.017417i
-0.0018863-0.0053993i,0.0016135+0.0062898i,-0.0010753-0.0076158i,-4.1258e-05+0.0098209i,0.0027031-0.014243i,-0.011749+0.027481i,0.53681-0.73978i,0.035011-0.032899i,-0.029613+0.022576i,0.28602-0.28151i,-0.0061493-0.0056599i,0.013323-0.00036107i,-0.01947+0.0094857i
-0.0013121+0.0070844i,0.0012881-0.0082313i,-0.001217+0.0099271i,0.0010502-0.012724i,-0.00065379+0.018286i,-0.00057307-0.0348i,0.060866+0.91834i,0.0033716+0.039826i,0.00042781-0.026944i,-0.14486+0.36065i,-0.010892+0.01054i,0.0068659-0.0046502i,-0.00037838-0.00084166i
0.0046414-0.0038404i,-0.0051897+0.0049178i,0.0059677-0.006557i,-0.0072018+0.0093049i,0.0095753-0.014758i,-0.016471+0.030552i,0.38332-0.83802i,0.014786-0.032663i,-0.010593+0.0098805i,0.22586+0.29363i,0.01214+0.0259i,-0.0087136-0.016744i,0.0069214+0.0065349i
-0.0037114+0.0030904i,0.0047022-0.003777i,-0.0061999+0.0048151i,0.0086912-0.0065546i,-0.013589+0.010031i,0.027608-0.020264i,-0.73491+0.55578i,-0.026745+0.023186i,0.0047846-0.011187i,0.3678-0.027177i,0.027537-0.0091666i,-0.017107+0.0081507i,0.0065337-0.0095433i
0.0071752-0.0030464i,-0.0083507+0.0032551i,0.010088-0.0035263i,-0.012945+0.0039265i,0.018591-0.004676i,-0.035181+0.0069578i,0.91075-0.14199i,0.03732-0.006522i,-0.021388+0.0094954i,0.17366-0.34189i,0.00044769-0.019983i,0.0021575+0.012786i,-0.0070955-0.0057778i
-0.0080799-0.0026361i,0.0092893+0.0029637i,-0.011045-0.003448i,0.01388+0.0042587i,-0.019385-0.0059251i,0.035331+0.011137i,-0.87038-0.30689i,-0.033688-0.01571i,0.019066+0.015096i,-0.2182-0.32006i,-0.0077681-0.01264i,0.0056029+0.0052188i,-0.0036946+0.0037255i
0.0041152+0.0055489i,-0.0050177-0.0065104i,0.0063603+0.0079183i,-0.0085583-0.010204i,0.01281+0.014638i,-0.024782-0.027383i,0.62002+0.68533i,0.020187+0.025768i,-0.00045474-0.011614i,-0.37269+0.025935i,-0.023997-0.0020296i,0.013398+0.00011995i,-0.0023309+0.0022766i
-0.0005009-0.0039515i,0.00065747+0.00508i,-0.0009184-0.0068042i,0.0014047+0.0097068i,-0.0024942-0.015491i,0.0061024+0.032306i,-0.21586-0.89408i,-0.012965-0.03526i,0.011968+0.010919i,-0.1832+0.32154i,-0.0031731+0.029268i,-0.001586-0.01994i,0.0074018+0.010764i
0.0020543+0.0039801i,-0.0019139-0.0049169i,0.0016286+0.006363i,-0.0010438-0.0088499i,-0.00029188+0.013985i,0.0045179-0.029702i,-0.22846+0.88623i,-0.012892+0.043401i,0.0050829-0.031231i,0.18822+0.3411i,0.020037+0.0020669i,-0.015962+0.0050024i,0.011826-0.013629i
0.0033387-0.0073102i,-0.003988+0.0083642i,0.0049813-0.0098723i,-0.0066827+0.012262i,0.010205-0.016794i,-0.0211+0.029546i,0.62428-0.67839i,0.031595-0.022306i,-0.025694+0.0078158i,0.39117-0.0063817i,0.0099005-0.00096914i,-0.0013588+0.0033951i,-0.0086319-0.0051863i
-0.0082163-0.00065097i,0.0095676+0.00031816i,-0.011523+0.00022741i,0.014651-0.0011919i,-0.020605+0.0031634i,0.037311-0.0088824i,-0.87806+0.29312i,-0.028419+0.011841i,0.0062548-7.558e-05i,0.18626-0.32083i,0.010804-0.023727i,-0.0032192+0.015526i,-0.0037675-0.006418i
0.0019596+0.0036837i,-0.0029477-0.0041639i,0.0045072+0.0048116i,-0.0072155-0.0057551i,0.012777+0.0073357i,-0.029412-0.011054i,0.90321+0.16176i,0.040972-0.0027293i,-0.019419+0.012636i,-0.16501-0.33767i,-0.026373-0.010105i,0.020975+0.00037335i,-0.014886+0.0097049i
-0.0033821-0.000909i,0.0041043+0.0014415i,-0.0052236-0.0023057i,0.0071631+0.0038508i,-0.011214-0.007122i,0.023798+0.017222i,-0.72043-0.56323i,-0.036786-0.028215i,0.029068+0.017274i,-0.39399-0.025903i,-0.0068817+0.012248i,-0.0019271-0.012315i,0.012288+0.011331i
0.0056905+0.0066694i,-0.0064551-0.0077211i,0.0075136+0.0092743i,-0.0091199-0.011835i,0.011996+0.01693i,-0.019532-0.032076i,0.37523+0.84366i,0.0063747+0.036577i,0.0057584-0.02484i,-0.20835+0.33031i,-0.0045423+0.0088376i,-0.0024455-0.0024283i,0.0081066-0.0062895i
0.0030193-0.010709i,-0.0032231+0.012293i,0.0034735-0.014546i,-0.0038099+0.018077i,0.0043563-0.024651i,-0.0057627+0.042646i,0.079401-0.92758i,0.001086-0.024744i,-0.0022065-0.0014448i,0.16656+0.33926i,0.012796+0.01333i,-0.0089651-0.0014137i,0.0026697-0.0097107i
-0.0066867+0.0019394i,0.0076658-0.0027168i,-0.0090444+0.0039525i,0.011173-0.0061225i,-0.015049+0.010648i,0.025325-0.024462i,-0.5114+0.76622i,-0.0096648+0.037041i,-0.0084271-0.022164i,0.38124+0.044912i,0.014098-0.013664i,-0.0021794+0.013323i,-0.010409-0.010778i
3.2175e-06-0.0027829i,-0.00064493+0.0032325i,0.0017283-0.0039152i,-0.0037354+0.0050816i,0.0081282-0.0075027i,-0.022124+0.015049i,0.79977-0.43712i,0.04461-0.022299i,-0.032804+0.019074i,0.24064-0.31898i,-0.010104-0.0089425i,0.015156+0.0011933i,-0.018514+0.0091338i
-0.0040027+0.0067221i,0.0045127-0.007785i,-0.0052356+0.0093553i,0.0063756-0.011946i,-0.0085411+0.017106i,0.014707-0.032476i,-0.33472+0.85818i,-0.01167+0.037657i,0.0061587-0.026408i,-0.090247+0.37958i,-0.0046221+0.011842i,0.0029677-0.0050951i,0.0011662-0.0019201i
0.0066109-0.0023611i,-0.007546+0.0031202i,0.0089058-0.0042832i,-0.011113+0.0062431i,0.015435-0.010145i,-0.028118+0.021445i,0.70187-0.59742i,0.028579-0.023319i,-0.01869+0.0062646i,0.27774+0.25587i,0.010722+0.021484i,-0.0064774-0.013781i,0.0029507+0.0047993i
-0.0048241+0.00080257i,0.0060289-0.0010497i,-0.0078458+0.0014273i,0.010865-0.0020627i,-0.016809+0.0033261i,0.033889-0.0069833i,-0.90148+0.19324i,-0.033564+0.0074562i,0.0083301-0.0018048i,0.35473-0.093937i,0.028448-0.0080404i,-0.017817+0.0059787i,0.00684-0.0054926i
0.0070667-0.00044201i,-0.0082317+0.00012696i,0.0099502+0.00038321i,-0.01277-0.001274i,0.018319+0.0030696i,-0.034537-0.0081862i,0.88536+0.25691i,0.035383+0.0092776i,-0.018886+0.0024025i,0.1145-0.35897i,-0.001752-0.024621i,0.0028099+0.015869i,-0.0057814-0.0070822i
-0.0065022-0.0047245i,0.0074094+0.0054932i,-0.0087191-0.0066383i,0.010827+0.0085448i,-0.014923-0.012376i,0.026849+0.023882i,-0.65754-0.64553i,-0.026097-0.029116i,0.016836+0.02078i,-0.26498-0.28567i,-0.011431-0.0073162i,0.0073499+0.0015528i,-0.0030796+0.005782i
0.0020156+0.0066651i,-0.0024796-0.0078474i,0.0031634+0.0095909i,-0.0042638-0.012445i,0.0063329+0.018038i,-0.011905-0.034289i,0.27273+0.88173i,0.0059069+0.034915i,0.0065046-0.017876i,-0.36921+0.091107i,-0.019771-0.0017183i,0.0099826+0.0012272i,0.00055135-0.00098145i
0.0020129-0.0041949i,-0.0023455+0.0053566i,0.0028189-0.007125i,-0.0035578+0.010091i,0.0049182-0.015977i,-0.0085664+0.033015i,0.18303-0.903i,0.0041664-0.034909i,0.0020235+0.0098832i,-0.12005+0.34651i,-0.0047711+0.029859i,0.00084566-0.019716i,0.0033341+0.0094765i
-0.0006461+0.0026568i,0.0012841-0.0033634i,-0.0023034+0.0044676i,0.0040862-0.0063893i,-0.0077524+0.010402i,0.01866-0.022807i,-0.58492+0.70398i,-0.025977+0.035727i,0.0097796-0.026667i,0.23507+0.30199i,0.02479+0.0019434i,-0.018464+0.0044885i,0.01187-0.011948i
0.0044934-0.0049197i,-0.0054167+0.0055123i,0.0068263-0.0063382i,-0.0092284+0.0076137i,0.014156-0.0099761i,-0.0292+0.01652i,0.85008-0.34823i,0.041215-0.01024i,-0.030567+0.0038i,0.38897-0.065131i,0.0067427-0.0062338i,0.0012387+0.0061532i,-0.010592-0.0050792i
-0.0084548-0.0028913i,0.0098374+0.0030369i,-0.011843-0.0032152i,0.01506+0.0034666i,-0.021215-0.003936i,0.038601+0.0054533i,-0.92024-0.10337i,-0.031022-0.0052488i,0.0090542+0.0093525i,0.12889-0.35381i,0.0089694-0.020172i,-0.0029544+0.011941i,-0.0017924-0.0025364i
0.0014805+0.0062013i,-0.0023236-0.0071513i,0.0036536+0.0084998i,-0.005958-0.010604i,0.010669+0.014488i,-0.024663-0.024973i,0.75325+0.5315i,0.033275+0.012582i,-0.013788+0.0043481i,-0.22026-0.29817i,-0.025974-0.012046i,0.019305+0.002611i,-0.011576+0.0063004i
-0.0010665-0.0029348i,0.001375+0.0038397i,-0.0018828-0.0052499i,0.0028191+0.0076795i,-0.0049012-0.012655i,0.011772+0.027584i,-0.41134-0.81796i,-0.024711-0.036992i,0.023372+0.019541i,-0.38734+0.034297i,-0.0091646+0.016477i,-0.00012269-0.01415i,0.010254+0.01042i
0.0030105+0.0067504i,-0.0032415-0.0078633i,0.0035075+0.0095186i,-0.0038115-0.012268i,0.0041387+0.017773i,-0.0043287-0.034235i,-0.017519+0.9194i,-0.0085124+0.040801i,0.011434-0.028097i,-0.15765+0.36156i,0.00122+0.0084202i,-0.0057275-0.0013472i,0.0084508-0.0078171i
0.0048416-0.0099374i,-0.0054768+0.011357i,0.0063882-0.013365i,-0.0078491+0.016494i,0.010683-0.022281i,-0.01896+0.038026i,0.45944-0.8085i,0.018398-0.020391i,-0.012727-0.0027067i,0.22654+0.30815i,0.0098983+0.010908i,-0.0052354-0.00031638i,-0.0022098-0.0087421i
-0.0088074+0.00069102i,0.010162-0.0011606i,-0.012095+0.001921i,0.015133-0.0032748i,-0.020791+0.0061233i,0.036238-0.014844i,-0.79106+0.48188i,-0.020542+0.023553i,-0.0033533-0.013311i,0.37755-0.022893i,0.016329-0.012124i,-0.0040309+0.010423i,-0.007978-0.0058978i
0.00098327+0.00025448i,-0.0018049-0.00034198i,0.003149+0.00044894i,-0.0055718-0.00056904i,0.010748+0.00065005i,-0.026904-0.0002923i,0.91062-0.051993i,0.047819-0.008022i,-0.032642+0.013427i,0.1872-0.34666i,-0.012673-0.012992i,0.015762+0.0036794i,-0.016468+0.0074064i
-0.0062957+0.0053393i,0.0072615-0.0061168i,-0.0086612+0.0072596i,0.010913-0.0091411i,-0.015251+0.012896i,0.027664-0.024165i,-0.66778+0.63655i,-0.024105+0.028725i,0.010526-0.022258i,-0.03234+0.38628i,0.0010517+0.014414i,-0.00033101-0.0068027i,0.0019056-0.0015043i
0.0077899-0.00011642i,-0.0089484+0.00040723i,0.010644-0.00087086i,-0.013414+0.0016751i,0.018867-0.0033023i,-0.034924+0.0080162i,0.88874-0.24421i,0.036818-0.0095833i,-0.023819+0.00073954i,0.3204+0.21227i,0.01041+0.015804i,-0.0053011-0.010047i,0.00013288+0.0029065i
-0.0047521-0.0017061i,0.0059447+0.0019453i,-0.0077446-0.0022985i,0.010739+0.002884i,-0.016642-0.0040648i,0.033633+0.0076573i,-0.89841-0.20568i,-0.033788-0.0097391i,0.0089977+0.0082422i,0.33374-0.15857i,0.027499-0.0064004i,-0.01735+0.0034164i,0.0067327-0.0011178i
0.0059139+0.0018299i,-0.0068582-0.0026007i,0.0082433+0.0037915i,-0.010501-0.0058086i,0.014912+0.0098289i,-0.0277-0.021428i,0.69368+0.60722i,0.026584+0.023296i,-0.012906-0.0041117i,0.050226-0.36669i,-0.0023239-0.028463i,0.0020423+0.018574i,-0.0030371-0.0085556i
-0.004176-0.0060566i,0.004628+0.0071159i,-0.0052616-0.0086957i,0.006259+0.01132i,-0.0081785-0.016563i,0.013829+0.032141i,-0.32146-0.86261i,-0.013313-0.037402i,0.011829+0.02371i,-0.30297-0.24206i,-0.016126-0.0030076i,0.010109-0.0010739i,-0.0036419+0.0065319i
-0.00051463+0.0067074i,0.00056375-0.0078984i,-0.00064816+0.0096605i,0.00082205-0.012557i,-0.0012757+0.018268i,0.0030683-0.034974i,-0.12558+0.91248i,-0.010126+0.037303i,0.013954-0.020772i,-0.3561+0.15188i,-0.014875+0.00012582i,0.0063465+0.0010678i,0.0030487-0.0031i
0.0042462-0.0033081i,-0.0050198+0.0042786i,0.0061566-0.0057568i,-0.0080059+0.0082334i,0.011593-0.013134i,-0.021859+0.027241i,0.54779-0.74187i,0.020059-0.027859i,-0.0074594+0.0058682i,-0.05398+0.36383i,-0.0060359+0.028494i,0.0031288-0.018204i,-0.00079744+0.0076378i
-0.0026004+0.0005084i,0.0035895-0.00081975i,-0.0051245+0.001334i,0.0077454-0.0022765i,-0.013034+0.0043406i,0.028568-0.010997i,-0.83064+0.38849i,-0.034718+0.022443i,0.012561-0.019097i,0.27656+0.25321i,0.028271+0.0029433i,-0.020146+0.002854i,0.011623-0.00894i
0.004715-0.0021175i,-0.0057162+0.0021664i,0.0072461-0.0021872i,-0.009853+0.0021434i,0.015194-0.0019309i,-0.031454+0.0010748i,0.91541+0.046708i,0.043984+0.0044976i,-0.031706-0.0015801i,0.37425-0.12121i,0.0050064-0.012091i,0.0023852+0.0094497i,-0.010791-0.0055894i
-0.0074999-0.0050577i,0.0086875+0.0056643i,-0.010405-0.0065389i,0.013157+0.0079571i,-0.018418-0.010763i,0.033296+0.019186i,-0.79007-0.48073i,-0.026799-0.021319i,0.0086758+0.017963i,0.069996-0.37675i,0.005436-0.016575i,-0.0014416+0.0086126i,-0.0007393+0.00057892i
6.4533e-05+0.0080312i,-0.00057559-0.0093176i,0.0013973+0.011169i,-0.0028375-0.014108i,0.0057906+0.019657i,-0.014502-0.035068i,0.46082+0.80232i,0.019926+0.024088i,-0.0055864-0.0023469i,-0.27092-0.25177i,-0.024002-0.012819i,0.016585+0.0041334i,-0.007835+0.003151i
0.0016529-0.0039388i,-0.0018485+0.0050161i,0.0020902-0.0066738i,-0.0023906+0.0094937i,0.0027495-0.015196i,-0.0030079+0.032101i,-0.024116-0.91809i,-0.0091306-0.039545i,0.015582+0.018819i,-0.36922+0.095115i,-0.012052+0.019201i,0.0024756-0.014875i,0.0070323+0.0088395i
0.00027576+0.0057935i,2.6677e-05-0.0067542i,-0.00055128+0.0081903i,0.0015435-0.010591i,-0.0037477+0.015435i,0.010835-0.030046i,-0.40597+0.82213i,-0.023039+0.037703i,0.016757-0.027424i,-0.10269+0.38085i,0.0069711+0.0095508i,-0.0089106-0.0018114i,0.0086776-0.0074815i
0.0061213-0.0081215i,-0.0070817+0.0091759i,0.0084945-0.010641i,-0.010814+0.012876i,0.015403-0.016913i,-0.028978+0.027613i,0.75337-0.53892i,0.032073-0.01017i,-0.021267-0.0065494i,0.27925+0.27051i,0.0077186+0.0068241i,-0.0023004+0.0018966i,-0.0059355-0.008422i
-0.0098761-0.0011788i,0.011407+0.0011363i,-0.013599-0.0010292i,0.017062+0.0007853i,-0.023552-0.000194i,0.041426-0.0017437i,-0.92322+0.10614i,-0.025754+0.006422i,-0.00067909-0.0027372i,0.3653-0.090884i,0.016933-0.009762i,-0.0048866+0.0069832i,-0.0058903-0.00090247i
0.00092189+0.0032473i,-0.0017068-0.0038749i,0.002986+0.0047789i,-0.0052818-0.0062027i,0.010162+0.0088305i,-0.025302-0.015824i,0.84863+0.34333i,0.043828+0.0070035i,-0.028776+0.0070471i,0.12691-0.36465i,-0.013621-0.017054i,0.015008+0.0064996i,-0.013345+0.0048125i
-0.0077544+0.003227i,0.0090152-0.0035726i,-0.010852+0.0040671i,0.013817-0.0048697i,-0.01954+0.006481i,0.035896-0.011465i,-0.87572+0.29519i,-0.031468+0.014686i,0.012395-0.01528i,0.027949+0.38099i,0.0055169+0.017884i,-0.0026073-0.0095073i,0.0016064+0.00025115i
0.0079623+0.0024764i,-0.0091369-0.0027185i,0.010857+0.0030495i,-0.013669-0.0035562i,0.019216+0.0045056i,-0.03559-0.0072443i,0.90875+0.15521i,0.038033+0.0058512i,-0.025215-0.0054046i,0.35225+0.16324i,0.01155+0.0095768i,-0.0055103-0.0060834i,-0.0011567+0.001243i
-0.0035202-0.0039519i,0.0044759+0.0046292i,-0.0059249-0.0056408i,0.0083444+0.0073269i,-0.013124-0.010712i,0.026888+0.020847i,-0.72628-0.56583i,-0.027401-0.02531i,0.0067487+0.017388i,0.30541-0.21846i,0.024684-0.0049532i,-0.015681+0.0010855i,0.0061684+0.002943i
0.0039125+0.0033334i,-0.0044697-0.0044066i,0.0052724+0.00605i,-0.0065554-0.0088181i,0.0090095+0.014326i,-0.015972-0.030275i,0.37182+0.84305i,0.012477+0.032878i,-0.0042906-0.008765i,-0.016951-0.36558i,-0.0016416-0.030873i,0.00022407+0.020415i,0.00070142-0.0098373i
-0.0015337-0.0063773i,0.00146+0.0075239i,-0.0013107-0.0092331i,0.0010167+0.012068i,-0.00039591-0.01771i,-0.0013192+0.034381i,0.074712-0.91734i,0.0021531-0.038922i,0.005221+0.023112i,-0.33181-0.18995i,-0.021244-0.00016491i,0.013445-0.0023379i,-0.0051162+0.0057864i
-0.0029796+0.0056331i,0.0035197-0.0066142i,-0.0043369+0.0080677i,0.0057224-0.010465i,-0.0085654+0.015215i,0.017304-0.029222i,-0.49995+0.77165i,-0.024891+0.032665i,0.020438-0.020123i,-0.33291+0.20655i,-0.010044+0.003514i,0.0030561-0.00042083i,0.0047292-0.0039125i
0.0057926-0.0014905i,-0.0068732+0.002084i,0.008474-0.0029956i,-0.011104+0.0045277i,0.016266-0.0075478i,-0.031251+0.016127i,0.80974-0.44108i,0.031836-0.01535i,-0.01499-0.00050855i,0.01239+0.3727i,-0.0062706+0.025456i,0.0046347-0.01564i,-0.0043351+0.0054665i
-0.0034774-0.002082i,0.0046099+0.0022556i,-0.0063517-0.0024665i,0.0093012+0.0027298i,-0.01521-0.0030686i,0.032461+0.0035086i,-0.91951-0.00086903i,-0.03731+0.0059898i,0.012606-0.0097558i,0.31204+0.19676i,0.030046+0.0045079i,-0.020714+0.00058996i,0.010927-0.0051099i
0.0039247+0.00062162i,-0.0047912-0.0011025i,0.0061213+0.0018664i,-0.0083977-0.0031961i,0.013082+0.0059196i,-0.027396-0.013995i,0.80795+0.43228i,0.039408+0.018919i,-0.028885-0.0069079i,0.34731-0.17395i,0.0048196-0.017759i,0.0019992+0.012713i,-0.0092112-0.0063487i
-0.0055406-0.006677i,0.0063403+0.0076357i,-0.0074837-0.0090424i,0.0092946+0.011352i,-0.012724-0.015942i,0.022363+0.029629i,-0.51198-0.76783i,-0.016666-0.03349i,0.0054934+0.024341i,0.010938-0.38827i,0.00043337-0.013598i,0.001206+0.0060694i,-0.00064785+0.0024912i
-0.0019673+0.0088582i,0.0019065-0.010283i,-0.0017683+0.012343i,0.0014801-0.015632i,-0.00084876+0.02189i,-0.00095355-0.039448i,0.081096+0.92325i,0.0032406+0.029671i,0.0039858-0.0063629i,-0.31494-0.20033i,-0.021021-0.011922i,0.013313+0.004485i,-0.0041491+0.00074923i
0.0042946-0.0037985i,-0.0049914+0.0048231i,0.0059809-0.0063924i,-0.0075199+0.009047i,0.010334-0.014379i,-0.017795+0.030057i,0.36842-0.84496i,0.006999-0.03515i,0.0071521+0.014806i,-0.34092+0.15512i,-0.014838+0.020194i,0.0052832-0.014363i,0.0031762+0.0065838i
-0.0020215+0.0038976i,0.0027617-0.0045154i,-0.0039326+0.0054454i,0.0059799-0.0070175i,-0.010234+0.010242i,0.02318-0.020171i,-0.71714+0.56999i,-0.034302+0.028041i,0.020372-0.023192i,-0.044163+0.3879i,0.011988+0.011992i,-0.011483-0.0036242i,0.0084901-0.0054711i
0.0065308-0.0056168i,-0.007641+0.0061724i,0.0092913-0.0068955i,-0.012028+0.0079108i,0.017494-0.0095566i,-0.033775+0.013356i,0.90571-0.16953i,0.039787+0.0039222i,-0.026629-0.012054i,0.32259+0.22686i,0.0068085+0.0015494i,-0.00064158+0.004911i,-0.0080554-0.0086155i
-0.0097168-0.0032245i,0.011192+0.0036392i,-0.013301-0.004229i,0.016625+0.0051658i,-0.022843-0.006968i,0.039943+0.0122i,-0.88307-0.29009i,-0.0243-0.011419i,-0.00089681+0.00806i,0.34511-0.15642i,0.015677-0.0072497i,-0.0045359+0.0035942i,-0.0044008+0.0036246i
-0.00011349+0.0057331i,-0.00043157-0.0068092i,0.001341+0.0083756i,-0.0030022-0.010884i,0.0065764+0.015637i,-0.017739-0.028777i,0.62563+0.67464i,0.033163+0.019744i,-0.021522+0.001422i,0.061541-0.37334i,-0.013044-0.020329i,0.013032+0.0090051i,-0.0093783+0.0019361i
-0.0081071+0.00082556i,0.0094503-0.00067598i,-0.011406+0.00042582i,0.014561+1.3647e-05i,-0.020632-0.00087808i,0.037902+0.0031786i,-0.91948-0.10163i,-0.032233-0.0018835i,0.011086-0.0067132i,0.089395+0.36452i,0.0083753+0.021669i,-0.0036073-0.012764i,0.00018126+0.0030187i
0.007098+0.0049352i,-0.0080768-0.0056776i,0.0095027+0.0067532i,-0.011826-0.0084858i,0.016406+0.011839i,-0.029972-0.021509i,0.75809+0.52577i,0.032058+0.019957i,-0.022774-0.010726i,0.37239+0.10927i,0.014156+0.0035884i,-0.0071495-0.0024747i,-0.00080087+0.00020853i
-0.0013669-0.0055125i,0.0019044+0.0064941i,-0.0027325-0.0079638i,0.0041316+0.010417i,-0.0069127-0.015343i,0.014911+0.030067i,-0.41744-0.81939i,-0.015661-0.036446i,0.0021533+0.024197i,0.27018-0.27119i,0.020302-0.004359i,-0.013014-0.00042728i,0.0052625+0.0060814i
0.0014238+0.0037621i,-0.001503-0.0049267i,0.0015881+0.0067087i,-0.0016731-0.0097101i,0.0017298+0.015688i,-0.0015814-0.033036i,-0.019624+0.91999i,-0.0043974+0.036248i,0.005639-0.010705i,-0.084471-0.35612i,-0.00030908-0.031446i,-0.0020925+0.021081i,0.0048421-0.010691i
0.00093799-0.0056291i,-0.0015112+0.0066458i,0.0024063-0.0081586i,-0.0039338+0.010661i,0.0069883-0.015623i,-0.015783+0.030218i,0.45648-0.79948i,0.017301-0.033276i,-0.0015502+0.018828i,-0.35155-0.13062i,-0.026037+0.0010607i,0.016795-0.002163i,-0.0071032+0.0035791i
-0.0048969+0.0036169i,0.005814-0.0042045i,-0.0071918+0.0050748i,0.0094999-0.0065155i,-0.014153+0.0093985i,0.028118-0.018041i,-0.77995+0.48566i,-0.035578+0.022038i,0.024623-0.016387i,-0.2995+0.25391i,-0.0059469+0.0081545i,0.000607-0.0030585i,0.0052503-0.0034616i
0.0063712+0.00090073i,-0.0075644-0.00079758i,0.0093379+0.00062079i,-0.012265-0.00030918i,0.018045-0.00029066i,-0.034944+0.0017887i,0.91956-0.05724i,0.037403+0.00030342i,-0.01946-0.0081025i,0.076637+0.37223i,-0.0049689+0.021312i,0.0048853-0.01248i,-0.006745+0.0033402i
-0.0031518-0.0046332i,0.0041973+0.005288i,-0.0058033-0.0062197i,0.0085175+0.0076837i,-0.013937-0.01042i,0.029686+0.017954i,-0.8349-0.39079i,-0.033123-0.010636i,0.0096472-0.00015024i,0.34073+0.135i,0.02995+0.0059572i,-0.020071-0.0017133i,0.0097582-0.0010567i
0.0022347+0.0028337i,-0.0027789-0.0037366i,0.0036262+0.0051247i,-0.0050991-0.0074751i,0.0081804+0.012187i,-0.017758-0.025964i,0.54789+0.73609i,0.028351+0.030106i,-0.022564-0.010797i,0.30913-0.22275i,0.0059639-0.022475i,0.0002949+0.01538i,-0.0061156-0.0069817i
-0.0029541-0.0073954i,0.0032428+0.0085278i,-0.0036278-0.010198i,0.0041935+0.012952i,-0.0051886-0.018432i,0.0078243+0.034745i,-0.13823-0.91059i,-0.0026579-0.039567i,0.00042095+0.027413i,-0.047205-0.38745i,-0.0055449-0.011752i,0.0046681+0.0047125i,-0.0013859+0.0028927i
-0.0041799+0.0085357i,0.0045972-0.0098738i,-0.0051823+0.011805i,0.0061086-0.014888i,-0.0079141+0.020759i,0.013332-0.037268i,-0.31436+0.8715i,-0.013817+0.028375i,0.013425-0.0071863i,-0.3503-0.14553i,-0.017743-0.0091537i,0.010092+0.0034532i,-0.001063-0.00061045i
0.0063883-0.0026108i,-0.0074894+0.0033748i,0.0090844-0.0045454i,-0.011631+0.0065217i,0.016451-0.01047i,-0.02983+0.021974i,0.69243-0.61251i,0.020651-0.024395i,-0.00040494+0.0078325i,-0.30408+0.21256i,-0.016787+0.019536i,0.0076723-0.012718i,-0.00069881+0.0038189i
-0.003469+0.0013528i,0.0044739-0.0014972i,-0.0060319+0.0017243i,0.0087035-0.0021386i,-0.014153+0.0030829i,0.030457-0.0063711i,-0.89261+0.21032i,-0.040008+0.01376i,0.021233-0.016364i,0.01695+0.38311i,0.015707+0.015227i,-0.013065-0.0063555i,0.0076996-0.0021938i
0.0059156-0.0028865i,-0.0069646+0.0029001i,0.0085354-0.0028181i,-0.01116+0.00251i,0.016445-0.0015641i,-0.032312-0.0021091i,0.88763+0.23026i,0.040308+0.019114i,-0.028154-0.017915i,0.35506+0.17761i,0.0074584-0.0042319i,-0.00052083+0.0082401i,-0.0083263-0.0090443i
-0.0083751-0.0049603i,0.0095747+0.0057669i,-0.011272-0.0069552i,0.013918+0.0089074i,-0.018808-0.01277i,0.032074+0.024183i,-0.67814-0.63206i,-0.016475-0.026905i,-0.0038824+0.017534i,0.31746-0.21691i,0.012635-0.0052684i,-0.0029996+0.00083829i,-0.0035934+0.0071333i
-0.0018745+0.0073327i,0.0017204-0.0086867i,-0.0014072+0.010663i,0.00075725-0.013841i,0.00076337+0.019904i,-0.0057585-0.036841i,0.28374+0.87975i,0.017602+0.027639i,-0.011821-0.0021799i,-0.00664-0.37329i,-0.011352-0.022133i,0.010224+0.010623i,-0.0050093-0.00067564i
-0.0072972-0.001365i,0.0084983+0.0019765i,-0.010239-0.0029236i,0.01303+0.0045304i,-0.018357-0.0077313i,0.033358+0.016937i,-0.79093-0.47916i,-0.026109-0.017966i,0.0065111+0.0019675i,0.15041+0.33814i,0.0095123+0.025072i,-0.0032987-0.016023i,-0.0022745+0.0063545i
0.0053641+0.0067969i,-0.0059717-0.0079159i,0.0068394+0.0095506i,-0.0082328-0.0122i,0.010966+0.017341i,-0.019122-0.032135i,0.46509+0.79781i,0.020055+0.029953i,-0.017055-0.01392i,0.38061+0.051064i,0.017913-0.0014527i,-0.0099866+0.00027011i,0.0010616+0.00011682i
0.0013055-0.0061078i,-0.0012916+0.0072008i,0.001241-0.0088388i,-0.0011202+0.011577i,0.00084428-0.017082i,-7.7686e-05+0.033566i,-0.029949-0.91862i,-0.00087074-0.04114i,-0.0037135+0.027621i,0.22839-0.31474i,0.014911-0.0051034i,-0.0097492-0.00067473i,0.004273+0.0078123i
-0.0010911+0.0030018i,0.001488-0.0040275i,-0.0021164+0.0056055i,0.0032209-0.0082759i,-0.0055414+0.013614i,0.012731-0.029142i,-0.40694+0.82352i,-0.020988+0.032839i,0.015323-0.009663i,-0.14964-0.33871i,0.00096372-0.030077i,-0.0042769+0.020491i,0.0087336-0.011045i
