-0.028998+0.0063591i,0.032245-0.0066668i,-0.036708+0.0069464i,0.043483-0.0070778i,-0.055759+0.0065957i,0.088629-0.0027788i,-0.96475-0.17393i,-0.054189-0.047748i,0.028076+0.082554i,0.084958+0.14844i,-0.052849-0.038317i,0.071444+0.038293i,0.021412+0.086914i
0.0058882+0.0061109i,-0.0070901-0.0052469i,0.0089874+0.0036796i,-0.01236-0.00068241i,0.019621-0.0058371i,-0.042722+0.025502i,0.75089-0.5662i,0.088151-0.056119i,-0.093746+0.0045227i,-0.10204-0.15856i,0.0050168+0.080448i,0.026631-0.07571i,0.12701+0.074221i
-0.0023715-0.0061779i,0.0039119+0.0070358i,-0.0063753-0.0083499i,0.010698+0.010651i,-0.01961-0.015623i,0.045881+0.03182i,-0.77365-0.54693i,-0.069207-0.06866i,0.01947+0.088771i,-0.11431+0.14103i,0.064142-0.026887i,-0.068296-0.0038204i,0.0079077-0.13845i
0.0002816+0.0067162i,-0.000189-0.0085992i,-3.7423e-05+0.011522i,0.00062169-0.016542i,-0.0023549+0.026779i,0.0095968-0.056988i,-0.28424+0.90552i,-0.052967+0.081745i,0.087346-0.038482i,0.15861+0.067793i,-0.034646-0.04975i,0.0066612+0.062633i,-0.11527+0.047178i
0.0034092-0.0073376i,-0.0050953+0.0080607i,0.0078027-0.0089918i,-0.012609+0.010236i,0.02273-0.011973i,-0.053559+0.01444i,0.94525-0.0053091i,0.097623+0.033816i,-0.065513-0.08022i,0.028307-0.16378i,-0.044818+0.039106i,0.066112-0.016547i,0.075598+0.075718i
-0.012396+0.0076123i,0.014563-0.0086919i,-0.017787+0.010022i,0.023132-0.011682i,-0.033769+0.013735i,0.064955-0.015788i,-0.95521-0.02918i,-0.088116-0.042891i,0.071148+0.084433i,0.069362+0.12193i,-0.013648-0.0064791i,0.015914-0.032219i,0.040697-0.10313i
0.015873+0.012645i,-0.017815-0.014564i,0.020345+0.017438i,-0.023862-0.022264i,0.029383+0.032057i,-0.041094-0.06151i,0.26378+0.92514i,-0.02277+0.091804i,0.069176-0.086698i,0.090863-0.10399i,0.0064851+0.019142i,-0.045576-0.0092164i,-0.099272+0.0079796i
0.0049854-0.024982i,-0.0061113+0.027739i,0.0079588-0.031383i,-0.011358+0.036601i,0.018881-0.045275i,-0.043308+0.065798i,0.80126-0.53622i,0.098019+0.0043367i,-0.10676-0.052203i,-0.11883-0.049734i,0.0096251-0.022326i,0.013449+0.057945i,0.038477+0.074829i
-0.027729+0.0096133i,0.030826-0.0097408i,-0.035+0.009489i,0.041161-0.0082796i,-0.051878+0.0042268i,0.078985+0.012356i,-0.75405-0.59517i,-0.020913-0.10581i,-0.023783+0.1292i,-0.013684+0.11364i,-0.026382+0.013125i,0.053304-0.0487i,0.049712-0.046625i
0.024595+0.019806i,-0.026032-0.022508i,0.027475+0.026327i,-0.028652-0.032299i,0.02854+0.043437i,-0.021431-0.073924i,-0.33321+0.89155i,-0.10616+0.057205i,0.14296-0.020803i,0.099255-0.0071355i,0.035636+0.010053i,-0.080187-0.022911i,-0.044294-0.038346i
0.0032401-0.031865i,-0.0049211+0.034172i,0.0076114-0.036833i,-0.012372+0.039901i,0.022373-0.043301i,-0.052845+0.045816i,0.93815+0.049051i,0.099221+0.08832i,-0.075481-0.13508i,-0.014321-0.090047i,-0.021876-0.041312i,0.026519+0.088417i,-0.039626+0.049096i
-0.027134+0.014405i,0.029586-0.013938i,-0.032646+0.012666i,0.036677-0.0096014i,-0.042545+0.0017048i,0.053619+0.025917i,-0.22619-0.89852i,0.048059-0.13352i,-0.099827+0.12494i,-0.093712+0.019874i,-0.021839+0.052951i,0.063735-0.07489i,0.07012+0.038351i
0.024626+0.012888i,-0.025065-0.014861i,0.024935+0.017595i,-0.023402-0.021716i,0.017825+0.028948i,0.0050122-0.046925i,-0.78643+0.47054i,-0.14598+0.0077265i,0.1528+0.043871i,0.037561+0.10556i,0.064924-0.016431i,-0.10006-0.013602i,0.017134-0.099825i
-0.0030655-0.023304i,0.0017833+0.024074i,0.00033754-0.024498i,-0.0041348+0.023958i,0.012028-0.020439i,-0.035232+0.0035818i,0.67144+0.61678i,0.063587+0.13032i,-0.016472-0.15102i,0.11125-0.072803i,-0.055612-0.049262i,0.040974+0.091056i,-0.11798+0.029526i
-0.01317+0.012553i,0.013808-0.011727i,-0.014305+0.010018i,0.01431-0.0064435i,-0.012602-0.001904i,0.0026108+0.028819i,0.40116-0.82061i,0.092094-0.10366i,-0.12438+0.064054i,-0.11802-0.096303i,-0.012572+0.077013i,0.054374-0.077648i,0.088965+0.10513i
0.012149+0.0017535i,-0.011349-0.0021806i,0.0096373+0.0026817i,-0.0059679-0.0032037i,-0.0028103+0.0034323i,0.03184-0.0011844i,-0.9084-0.14938i,-0.12012-0.04535i,0.090111+0.086903i,-0.055923+0.15662i,0.072323-0.027704i,-0.085549-0.0092604i,0.056531-0.1365i
-0.0037466-0.0050153i,0.0032371+0.0039739i,-0.0024047-0.0020338i,0.00099248-0.0018321i,0.0016334+0.010742i,-0.0078932-0.039828i,0.12485+0.92232i,-0.0042777+0.11637i,0.052925-0.097798i,0.17304-0.0014272i,-0.054374-0.047853i,0.024761+0.070292i,-0.15013+0.013217i
0.0017126+0.0011801i,-0.0028787-0.0001963i,0.0048498-0.0013837i,-0.0085396+0.0041154i,0.016751-0.0095387i,-0.043234+0.024481i,0.85161-0.39924i,0.10312-0.024581i,-0.097916-0.028607i,-0.05908-0.16201i,-0.019171+0.060843i,0.048115-0.03963i,0.07797+0.12403i
-0.0054654-0.0021297i,0.0070739+0.0029913i,-0.0095295-0.0044539i,0.013643+0.0072284i,-0.021731-0.013538i,0.044424+0.034489i,-0.64352-0.69481i,-0.044432-0.090131i,-0.009747+0.1i,-0.13091+0.10232i,0.053826+1.6016e-05i,-0.041921-0.033524i,0.071708-0.11533i
0.004272+0.0092691i,-0.0041536-0.011249i,0.0037354+0.014241i,-0.0025828-0.019237i,-0.00073543+0.029121i,0.013656-0.057363i,-0.46533+0.82632i,-0.079532+0.063469i,0.10509-0.012971i,0.1267+0.093795i,-0.0067614-0.046827i,-0.029147+0.045646i,-0.11914-0.016997i
0.0055879-0.012356i,-0.0074123+0.013108i,0.010283-0.013904i,-0.015278+0.014629i,0.025579-0.014779i,-0.056269+0.011272i,0.92474+0.19053i,0.086853+0.065237i,-0.045174-0.10515i,0.061411-0.13886i,-0.049207+0.010023i,0.060053+0.02484i,0.021103+0.10101i
-0.018111+0.0034601i,0.020812-0.0039052i,-0.024657+0.004339i,0.030716-0.0045995i,-0.042119+0.0040481i,0.073701+0.0010317i,-0.93375-0.23885i,-0.067845-0.057783i,0.040777+0.093901i,0.05361+0.13922i,-0.027732-0.016519i,0.046524-0.014558i,0.077465-0.064784i
0.012757+0.02047i,-0.014216-0.023152i,0.016035+0.026958i,-0.018387-0.032965i,0.021603+0.044361i,-0.026573-0.076432i,0.056104+0.96879i,-0.041814+0.074984i,0.085808-0.058239i,0.1122-0.095508i,0.0005095+0.03784i,-0.038003-0.046588i,-0.079966-0.037451i
0.015211-0.024913i,-0.017306+0.02748i,0.020362-0.030774i,-0.025357+0.035291i,0.035236-0.042313i,-0.064332+0.057265i,0.90741-0.35194i,0.084726+0.028626i,-0.081153-0.077692i,-0.11934-0.070269i,0.0325-0.024596i,-0.028128+0.065455i,-0.0061529+0.072686i
-0.032879-0.0012245i,0.036212+0.0021246i,-0.04056-0.0036854i,0.046694+0.0066834i,-0.056729-0.013539i,0.080132+0.036309i,-0.61302-0.7528i,0.0098404-0.098788i,-0.05967+0.11043i,-0.02815+0.12059i,-0.04088-0.0091519i,0.079891-0.010359i,0.059201-0.0071843i
0.016623+0.030645i,-0.017214-0.03403i,0.017533+0.038575i,-0.01708-0.045247i,0.014189+0.05679i,-0.00018569-0.085839i,-0.52427+0.80784i,-0.11016+0.021411i,0.13722+0.023818i,0.10667-0.00079092i,0.021943+0.036657i,-0.055838-0.067207i,-0.009379-0.05543i
0.017556-0.030154i,-0.020222+0.032023i,0.024029-0.034016i,-0.030045+0.03595i,0.041374-0.037064i,-0.072659+0.032852i,0.91739+0.25227i,0.063779+0.10725i,-0.028433-0.14758i,-0.013085-0.091977i,0.010755-0.043387i,-0.026836+0.087342i,-0.064743+0.016885i
-0.032969+0.0008229i,0.035487+0.00066488i,-0.038457-0.0031452i,0.042024+0.0076797i,-0.046384-0.01745i,0.0516+0.047761i,-0.030831-0.93817i,0.081926-0.10646i,-0.13133+0.084912i,-0.088126+0.01707i,-0.041677+0.024517i,0.088627-0.026102i,0.042282+0.075056i
0.015972+0.024526i,-0.015621-0.026983i,0.014495+0.03012i,-0.011632-0.034384i,0.00406+0.040901i,0.02281-0.054279i,-0.87846+0.29885i,-0.13457-0.035901i,0.1286+0.089249i,0.026769+0.095995i,0.05042+0.016149i,-0.068915-0.058447i,0.067412-0.083267i
0.010425-0.021665i,-0.012387+0.02202i,0.01517-0.021833i,-0.019476+0.020317i,0.027255-0.014967i,-0.047238-0.0067792i,0.53457+0.75093i,0.018956+0.13766i,0.033462-0.14701i,0.10509-0.051848i,-0.020285-0.05326i,-0.011484+0.084514i,-0.12207-0.030159i
-0.017665+0.001302i,0.018237+0.00016552i,-0.018494-0.0025412i,0.017883+0.006725i,-0.014582-0.015316i,-0.00081944+0.040388i,0.56684-0.72665i,0.11579-0.066797i,-0.13894+0.019178i,-0.090467-0.10065i,-0.032628+0.049166i,0.070968-0.030723i,0.031127+0.136i
0.005381+0.0094153i,-0.0041107-0.0099785i,0.0018751+0.010459i,0.0023515-0.010587i,-0.011598+0.0093815i,0.040203-0.0014371i,-0.864-0.33543i,-0.096395-0.079039i,0.056478+0.11404i,-0.073755+0.1299i,0.057895+0.00094296i,-0.052788-0.041206i,0.11217-0.095049i
0.0039805-0.0024377i,-0.004673+0.0010928i,0.0055445+0.0012354i,-0.0066366-0.0056151i,0.0079086+0.015243i,-0.0084588-0.045437i,-0.068315+0.93281i,-0.040933+0.10652i,0.085804-0.076777i,0.15444+0.027467i,-0.025235-0.046877i,-0.013328+0.053734i,-0.13645-0.05638i
0.0019881-0.0050965i,-0.0033818+0.0062402i,0.0057014-0.007855i,-0.0099639+0.010301i,0.019246-0.014492i,-0.048465+0.024136i,0.91915-0.21519i,0.10463+0.010303i,-0.08757-0.062702i,-0.024984-0.15526i,-0.02773+0.036089i,0.045179-0.0016454i,0.0099251+0.14115i
-0.010732-0.001793i,0.012512+0.0028812i,-0.015049-0.0047284i,0.018997+0.0082031i,-0.026154-0.015978i,0.044515+0.041203i,-0.48667-0.8158i,-0.012978-0.10011i,-0.043646+0.098131i,-0.13536+0.068709i,0.034164+0.01407i,-0.0061708-0.041109i,0.11363-0.06254i
0.0050635+0.014823i,-0.0047327-0.017061i,0.0039202+0.020275i,-0.0019931-0.025352i,-0.0030635+0.034816i,0.021425-0.060229i,-0.629+0.71342i,-0.096828+0.035586i,0.11148+0.020686i,0.096353+0.10651i,0.011467-0.031008i,-0.046659+0.012466i,-0.088593-0.07248i
0.011917-0.014919i,-0.014109+0.015566i,0.017372-0.016077i,-0.022743+0.016115i,0.033234-0.014514i,-0.062921+0.0050072i,0.86737+0.38005i,0.063615+0.090407i,-0.013139-0.12146i,0.08035-0.11166i,-0.037401-0.013647i,0.031581+0.053926i,-0.037282+0.092404i
-0.020332-0.0039032i,0.023231+0.0043751i,-0.027271-0.0051621i,0.03347+0.0066701i,-0.044753-0.010225i,0.074808+0.02271i,-0.863-0.44265i,-0.049627-0.063555i,0.014658+0.091447i,0.027762+0.15879i,-0.030663-0.037108i,0.05884+0.020663i,0.089258-0.015665i
0.0048529+0.026064i,-0.0054221-0.029285i,0.0060537+0.033729i,-0.0066691-0.040498i,0.0068838+0.052794i,-0.0042157-0.085756i,-0.16164+0.96391i,-0.050445+0.057081i,0.088551-0.029937i,0.1399-0.078841i,-0.020354+0.049873i,-0.0062421-0.073126i,-0.042764-0.063936i
0.025426-0.018958i,-0.028439+0.020847i,0.032616-0.023211i,-0.039034+0.026315i,0.050871-0.030763i,-0.083331+0.038718i,0.97131-0.14267i,0.066105+0.042279i,-0.050252-0.088717i,-0.11569-0.10029i,0.055444-0.0094087i,-0.069347+0.045122i,-0.038797+0.048511i
-0.032251-0.014939i,0.035336+0.017032i,-0.039272-0.020066i,0.044644+0.024986i,-0.052992-0.034641i,0.070936+0.062897i,-0.43538-0.87926i,0.031827-0.08162i,-0.083071+0.080208i,-0.052816+0.12893i,-0.038704-0.039596i,0.079854+0.039742i,0.044481+0.027071i
0.0030624+0.037429i,-0.0024392-0.041124i,0.0012284+0.045929i,0.0012867-0.052693i,-0.007353+0.063741i,0.028219-0.089538i,-0.69818+0.68085i,-0.099986-0.010087i,0.11476+0.061053i,0.12085+0.013198i,-0.0072939+0.05155i,-0.0087334-0.091887i,0.027268-0.047143i
0.030874-0.021332i,-0.034354+0.022267i,0.039043-0.023028i,-0.04596+0.023192i,0.057992-0.021323i,-0.088482+0.0098167i,0.85208+0.45286i,0.026156+0.11043i,0.018791-0.14085i,-0.0095102-0.10382i,0.040067-0.025725i,-0.072346+0.056795i,-0.06454-0.024997i
-0.031996-0.015225i,0.034074+0.017802i,-0.036367-0.021529i,0.038779+0.027493i,-0.040806-0.038872i,0.039173+0.070656i,0.17485-0.93654i,0.10187-0.070388i,-0.14502+0.036538i,-0.092012+0.018138i,-0.042356-0.010139i,0.083688+0.028485i,-0.0044077+0.089135i
0.0021219+0.031364i,-0.00070946-0.033903i,-0.001685+0.036965i,0.0061186-0.04078i,-0.015763+0.04581i,0.045899-0.053387i,-0.93547+0.10651i,-0.10896-0.070563i,0.08953+0.1219i,0.024648+0.092066i,0.021853+0.034747i,-0.020069-0.079419i,0.10201-0.038811i
0.022023-0.013605i,-0.024439+0.013159i,0.027595-0.01195i,-0.032018+0.0090407i,0.039082-0.0015416i,-0.054603-0.024737i,0.36939+0.85791i,-0.023344+0.12864i,0.077864-0.12486i,0.098913-0.041315i,0.0089823-0.039131i,-0.050239+0.052898i,-0.092083-0.085702i
-0.016071-0.010822i,0.016177+0.012889i,-0.015752-0.015844i,0.014053+0.020462i,-0.0087251-0.028909i,-0.012059+0.050953i,0.71412-0.59886i,0.12414-0.025846i,-0.1356-0.027401i,-0.071851-0.099677i,-0.034706+0.019257i,0.060528+0.013819i,-0.036945+0.13226i
-0.0041774+0.012288i,0.0060164-0.012644i,-0.0088496+0.012713i,0.013637-0.01201i,-0.023146+0.0089161i,0.050231+0.0049658i,-0.78218-0.51278i,-0.063777-0.10061i,0.015426+0.12607i,-0.08285+0.10851i,0.035052+0.014865i,-0.012478-0.048603i,0.13954-0.029588i
0.0084324+0.0039169i,-0.0090467-0.0057526i,0.0096503+0.0086455i,-0.010057-0.013663i,0.0095392+0.023938i,-0.0038945-0.054259i,-0.26351+0.90463i,-0.069579+0.084935i,0.1075-0.044594i,0.13707+0.04644i,-0.0061843-0.033529i,-0.032004+0.02219i,-0.089199-0.10972i
0.0065029-0.009386i,-0.0083638+0.01051i,0.011273-0.011937i,-0.016315+0.013805i,0.026708-0.016355i,-0.057844+0.019977i,0.9499-0.017851i,0.093071+0.041253i,-0.063827-0.089719i,-0.00046817-0.14618i,-0.02183+0.01662i,0.02213+0.023316i,-0.056483+0.12155i
-0.015163-0.0060763i,0.017015+0.0076692i,-0.019494-0.010193i,0.023063+0.014646i,-0.028916-0.02404i,0.042022+0.052965i,-0.30603-0.90556i,0.018467-0.096515i,-0.07464+0.081487i,-0.13453+0.043703i,0.015005+0.012672i,0.023839-0.025248i,0.12189+0.002359i
0.0008817+0.020948i,-3.1678e-05-0.023442i,-0.0015082+0.026843i,0.0045518-0.031895i,-0.011619+0.040645i,0.035163-0.062198i,-0.77034+0.56859i,-0.10076+0.0035426i,0.10252+0.056106i,0.073275+0.11106i,0.01422-0.010454i,-0.039327-0.023404i,-0.035389-0.10176i
0.020716-0.012599i,-0.023394+0.012838i,0.027149-0.012724i,-0.032937+0.011707i,0.043466-0.0079973i,-0.071146-0.007578i,0.7736+0.55812i,0.031632+0.10369i,0.026004-0.12327i,0.087963-0.089419i,-0.014983-0.023566i,-0.0090307+0.059739i,-0.079044+0.054341i
-0.017721-0.012334i,0.020357+0.013806i,-0.024026-0.015899i,0.029628+0.019246i,-0.039727-0.025801i,0.066179+0.045295i,-0.74402-0.62751i,-0.037004-0.063745i,-0.0028266+0.081693i,-0.010717+0.17419i,-0.017554-0.06005i,0.045469+0.060067i,0.075024+0.028221i
-0.00617+0.027237i,0.0067484-0.030578i,-0.0076015+0.035141i,0.0090633-0.041986i,-0.012231+0.054162i,0.022854-0.085912i,-0.37671+0.90721i,-0.050916+0.043014i,0.080411-0.0079094i,0.1688-0.049042i,-0.050047+0.047364i,0.039729-0.076666i,-0.0019086-0.065058i
0.032662-0.0078791i,-0.036296+0.0086684i,0.041212-0.0096068i,-0.048531+0.010703i,0.061503-0.011832i,-0.09546+0.01177i,0.98547+0.080757i,0.048119+0.045577i,-0.02145-0.085857i,-0.10095-0.13699i,0.068316+0.020592i,-0.094564+0.0016354i,-0.049006+0.013364i
-0.025232-0.028189i,0.027541+0.031371i,-0.030438-0.035727i,0.034278+0.042324i,-0.039931-0.054302i,0.050823+0.086668i,-0.22849-0.96381i,0.042712-0.060462i,-0.091402+0.046183i,-0.08819+0.13085i,-0.018009-0.067309i,0.051154+0.084774i,0.012782+0.042966i
-0.013112+0.03795i,0.015083-0.041424i,-0.017952+0.045851i,0.022622-0.0519i,-0.031823+0.061352i,0.058847-0.081973i,-0.84261+0.51345i,-0.080681-0.032172i,0.081932+0.084987i,0.1348+0.039008i,-0.042582+0.048131i,0.046199-0.08788i,0.050728-0.01651i
0.039665-0.0071623i,-0.043539+0.0068156i,0.048591-0.0059588i,-0.05573+0.0039409i,0.067473+0.0012959i,-0.095203-0.020112i,0.74051+0.6389i,-0.0063977+0.10036i,0.057692-0.11834i,0.0035575-0.1212i,0.05567+0.0058308i,-0.095237+0.0066837i,-0.037315-0.06079i
-0.024175-0.029649i,0.025331+0.033092i,-0.026394-0.037769i,0.027023+0.044737i,-0.026015-0.057006i,0.016886+0.088524i,0.38104-0.88819i,0.10695-0.033257i,-0.14035-0.010728i,-0.1049+0.014623i,-0.024561-0.038956i,0.051653+0.071223i,-0.054683+0.073493i
-0.013264+0.031499i,0.015742-0.033615i,-0.01937+0.036011i,0.025249-0.038678i,-0.036601+0.041367i,0.068665-0.042044i,-0.94972-0.099732i,-0.07604-0.091899i,0.043985+0.13725i,0.023564+0.097315i,-0.0096934+0.034715i,0.029506-0.071627i,0.10817+0.020846i
0.028462-0.0015128i,-0.030904+7.0233e-05i,0.033921+0.0023513i,-0.037825-0.0067999i,0.043332+0.016419i,-0.053035-0.046361i,0.17946+0.92917i,-0.056472+0.1076i,0.10918-0.09019i,0.099252-0.036197i,0.023426-0.014695i,-0.064103+0.0093024i,-0.035616-0.11952i
-0.0091156-0.020025i,0.0084369+0.022399i,-0.0069917-0.025567i,0.0038713+0.030133i,0.0037154-0.03771i,-0.029468+0.055278i,0.8347-0.43812i,0.11823+0.011388i,-0.11636-0.066812i,-0.060682-0.10116i,-0.022122-0.0019107i,0.030282+0.041023i,-0.095114+0.094211i
-0.013008+0.0095663i,0.015271-0.0093466i,-0.018498+0.008599i,0.023533-0.0066289i,-0.032743+0.0012421i,0.056874+0.018576i,-0.66178-0.67387i,-0.029542-0.10809i,-0.024529+0.12147i,-0.090503+0.094351i,0.014486+0.012851i,0.019473-0.032308i,0.13075+0.040586i
0.007714+0.011312i,-0.0078838-0.013624i,0.0078018+0.017024i,-0.0070495-0.02253i,0.0042283+0.033062i,0.0079899-0.06217i,-0.45404+0.83498i,-0.085949+0.057358i,0.11376-0.0082332i,0.12534+0.061111i,-0.0021202-0.016787i,-0.026393-0.0098305i,-0.023267-0.13166i
0.013455-0.0091883i,-0.015879+0.0099535i,0.019451-0.010793i,-0.025274+0.011609i,0.036564-0.011933i,-0.06846+0.0088036i,0.93961+0.18709i,0.072182+0.062589i,-0.031567-0.10361i,0.017889-0.14068i,-0.0078561+0.009887i,-0.0095337+0.02585i,-0.10143+0.072978i
-0.015973-0.014066i,0.017606+0.016363i,-0.019674-0.01976i,0.022418+0.025345i,-0.026356-0.036338i,0.033177+0.068092i,-0.1059-0.95853i,0.043524-0.081016i,-0.095653+0.052676i,-0.13504+0.026183i,0.0053312-0.00078356i,0.035465+0.0066225i,0.096066+0.058255i
-0.008219+0.024738i,0.0098851-0.027277i,-0.012467+0.030595i,0.016932-0.035255i,-0.026203+0.04272i,0.054439-0.059191i,-0.88283+0.39432i,-0.090907-0.026092i,0.078415+0.085782i,0.058663+0.11414i,0.0016563+0.0051828i,-0.0097364-0.047437i,0.021298-0.096709i
0.029114-0.0045078i,-0.032196+0.00397i,0.036314-0.0028261i,-0.042299+0.00032432i,0.052425+0.0058816i,-0.076843-0.027459i,0.64377+0.71799i,-0.0028744+0.10248i,0.064951-0.10827i,0.090382-0.075761i,0.0086983-0.016405i,-0.046998+0.039408i,-0.089923+0.001641i
