0.038916-0.037016i,-0.043957+0.040462i,0.051509-0.045264i,-0.064393+0.052804i,0.091964-0.06754i,-0.1916+0.11621i,-0.78185+0.32803i,0.15234-0.029541i,-0.20987+0.019463i,-0.17416+0.052541i,0.07169-0.042571i,-0.18931+0.063046i,0.013629-0.051762i
0.031701+0.0026677i,-0.036776-0.0048343i,0.044314+0.0085529i,-0.056898-0.015728i,0.082816+0.032799i,-0.17142-0.099883i,-0.64414-0.59062i,0.09204+0.15615i,-0.042368-0.23506i,0.018701-0.14356i,-0.0030326+0.028195i,-0.13671+0.0084121i,-0.027924+0.013722i
-0.030044+8.1663e-05i,0.035116+0.0019381i,-0.042682-0.0054915i,0.055353+0.012477i,-0.081476-0.02932i,0.17058+0.096053i,0.64528+0.59324i,-0.089949-0.15987i,0.026321+0.2384i,-0.04758+0.13753i,0.018054-0.023265i,0.1239+0.012811i,0.044334+0.0026339i
-0.016973+0.033512i,0.017703-0.039326i,-0.018281+0.048085i,0.018274-0.062977i,-0.015981+0.094366i,-0.00039383-0.20476i,-0.22028-0.84028i,0.10164+0.14693i,-0.19811-0.13638i,-0.12937-0.049031i,0.015224+0.0052056i,0.092926+0.098098i,-0.00075243+0.043863i
0.015234-0.032693i,-0.015838+0.038324i,0.016259-0.046843i,-0.016045+0.061406i,0.013451-0.092322i,0.0034843+0.20197i,0.21835+0.84395i,-0.097036-0.15361i,0.18618+0.15603i,0.11941+0.067152i,-0.013242-0.0090281i,-0.071421-0.11294i,0.010497-0.044264i
-0.01258+0.03108i,0.012986-0.036485i,-0.013163+0.044716i,0.012635-0.058899i,-0.0096037+0.089286i,-0.0080733-0.19812i,-0.21466-0.8487i,0.090193+0.16132i,-0.1703-0.17591i,-0.10926-0.081869i,0.013185+0.010254i,0.044331+0.12587i,-0.016094+0.038943i
0.0089404-0.029017i,-0.0090678+0.034181i,0.0089049-0.042109i,-0.0079465+0.0559i,0.0043317-0.085754i,0.014281+0.1938i,0.20906+0.85388i,-0.080969-0.16929i,0.15041+0.19496i,0.09943+0.093895i,-0.015486-0.010047i,-0.012123-0.13482i,0.016229-0.030383i
-0.0044299+0.026897i,0.0042063-0.031836i,-0.0036173+0.039485i,0.0021225-0.052918i,0.0022096+0.082288i,-0.021935-0.18962i,-0.20177-0.85878i,0.069611+0.17667i,-0.12692-0.21205i,-0.089913-0.10409i,0.019917+0.0097322i,-0.023776+0.13775i,-0.010974+0.021442i
-0.00065559-0.025071i,0.0012808+0.02983i,-0.0023569-0.037256i,0.0044636+0.050404i,-0.0096095-0.07939i,0.030577+0.18614i,0.1933+0.86275i,-0.056734-0.1827i,0.10071+0.22616i,0.080226+0.11322i,-0.025607-0.010456i,0.061043-0.13311i,0.0017672-0.014653i
0.0058883+0.023771i,-0.0069335-0.028412i,0.00852+0.035693i,-0.011269-0.048654i,0.01727+0.077383i,-0.03954-0.18374i,-0.18441-0.86537i,0.043233+0.18689i,-0.07297-0.23662i,-0.069525-0.12171i,0.031215+0.012903i,-0.096744+0.12019i,0.0089327+0.011618i
-0.010789-0.023056i,0.012236+0.027646i,-0.014314-0.034864i,0.017684+0.047741i,-0.02452-0.07635i,0.048075+0.18249i,0.17594+0.86654i,-0.030107-0.18911i,0.045059+0.2432i,0.056843+0.1295i,-0.035222-0.017122i,0.12777-0.099416i,-0.018242-0.012635i
0.014922+0.022809i,-0.01672-0.027405i,0.01923+0.03463i,-0.023155-0.047514i,0.030748+0.076122i,-0.055498-0.18222i,-0.16869-0.86648i,0.018279+0.1896i,-0.018233-0.24612i,-0.041346-0.13608i,0.03627+0.022506i,-0.15135+0.072269i,0.023551+0.016655i
-0.01798-0.022776i,0.020054+0.027413i,-0.02291-0.034689i,0.027289+0.047639i,-0.03552-0.076327i,0.061325+0.18251i,0.16321+0.86566i,-0.0084134-0.18891i,-0.0065404+0.24601i,0.022573+0.14055i,-0.033464-0.027936i,0.16549-0.041129i,-0.023151-0.021568i
0.01984+0.022633i,-0.022106-0.027318i,0.025211+0.034659i,-0.02993-0.047695i,0.038664+0.076501i,-0.065358-0.18282i,-0.15972-0.86467i,0.00080703+0.18772i,0.028724-0.24367i,-0.00059904-0.14186i,0.026583+0.032044i,-0.16927+0.0088505i,0.016657+0.02476i
-0.020581-0.022079i,0.02296+0.026794i,-0.026224-0.034182i,0.031176+0.04729i,-0.040285-0.076204i,0.067711+0.18268i,0.15811+0.86409i,0.0046457-0.1867i,-0.048247+0.23989i,-0.023937+0.13903i,-0.016123-0.033549i,0.16298+0.021726i,-0.0051043-0.023792i
0.02045+0.020921i,-0.022884-0.025631i,0.026238+0.033026i,-0.031342-0.046165i,0.040728+0.075146i,-0.068764-0.18174i,-0.15796-0.86428i,-0.0083901+0.1863i,0.065442-0.23526i,0.049921-0.13148i,0.0031889+0.031565i,-0.14792-0.048239i,-0.0092939+0.017054i
-0.019798-0.01913i,0.022255+0.023793i,-0.02566-0.031151i,0.030872+0.044271i,-0.040478-0.073269i,0.069051+0.17994i,0.15869+0.86535i,0.011075-0.18665i,-0.080883+0.22999i,-0.075966+0.11909i,0.010757-0.025826i,0.12613+0.069156i,0.02367-0.0042112i
0.018989+0.016863i,-0.021463-0.021447i,0.024914+0.028733i,-0.030225-0.041796i,0.04004+0.070773i,-0.069127-0.17748i,-0.15967-0.86707i,-0.013374+0.18751i,0.095179-0.22392i,0.10067-0.10237i,-0.024221+0.016758i,-0.099887-0.083927i,-0.035186-0.013644i
-0.018311-0.014434i,0.020818+0.018929i,-0.024333-0.026133i,0.029763+0.039131i,-0.039807-0.068082i,0.069426+0.17484i,0.16043+0.86893i,0.015804-0.18832i,-0.10877+0.21648i,-0.12288+0.082301i,0.036-0.0053987i,0.071299+0.092908i,0.041706+0.034187i
-0.028526+0.020696i,0.032421-0.025109i,-0.037975+0.031987i,0.046786-0.044134i,-0.063816+0.070831i,0.11772-0.16892i,0.34215-0.79448i,-0.014487+0.17072i,-0.073437-0.21747i,-0.092243-0.12032i,0.024029+0.020051i,-0.015461+0.12556i,-0.014222+0.044738i
0.026368-0.020165i,-0.03005+0.024467i,0.035332-0.031201i,-0.043782+0.043158i,0.060293-0.069598i,-0.11331+0.16735i,-0.34613+0.79756i,0.022341-0.17474i,0.052246+0.22808i,0.074019+0.12855i,-0.020372-0.02114i,0.041121-0.12225i,0.022739-0.03756i
-0.023197+0.019353i,0.026591-0.023539i,-0.031513+0.030128i,0.039496-0.0419i,-0.055358+0.0681i,0.10733-0.16556i,0.35191-0.80075i,-0.032335+0.17861i,-0.027972-0.23695i,-0.057202-0.13352i,0.019334+0.020746i,-0.068941+0.11494i,-0.024935+0.027267i
0.019113-0.018613i,-0.02215+0.022707i,0.026633-0.029185i,-0.034054+0.040818i,0.049152-0.066843i,-0.099927+0.16411i,-0.3593+0.80343i,0.044224-0.18157i,0.0010834+0.24313i,0.041912+0.13615i,-0.020758-0.02012i,0.097627-0.1023i,0.020836-0.016755i
-0.0144+0.018254i,0.017033-0.022306i,-0.021023+0.028734i,0.027817-0.040308i,-0.042073+0.066268i,0.091555-0.1635i,0.36778-0.80502i,-0.057394+0.18296i,0.027514-0.24581i,-0.027763-0.13726i,0.023838+0.02034i,-0.12511+0.083485i,-0.011866+0.0085965i
0.0094766-0.018465i,-0.011692+0.022539i,0.015171-0.028996i,-0.021319+0.040612i,0.034709-0.066638i,-0.082872+0.16402i,-0.37661+0.80519i,0.070955-0.18241i,-0.056589+0.24453i,0.013994+0.13733i,-0.027298-0.022029i,0.14885-0.05843i,0.00050309-0.0044259i
-0.0048175+0.019261i,0.0066369-0.023423i,-0.0096311+0.02999i,0.015164-0.04175i,-0.027727+0.067977i,0.07462-0.16569i,0.38494-0.80393i,-0.083909+0.17988i,0.084782-0.23926i,0.00031071-0.1364i,0.029672+0.025184i,-0.16618+0.028089i,0.010318+0.0045675i
0.00085769-0.020486i,-0.0023358+0.024787i,0.00491-0.03153i,-0.0099056+0.043517i,0.021737-0.070056i,-0.067481+0.16826i,-0.39199+0.80151i,0.095338-0.17572i,-0.11083+0.23047i,-0.015953+0.13404i,-0.029648-0.029159i,0.17491+0.0055994i,-0.017901-0.0079856i
0.0020923+0.021844i,-0.00087704-0.026312i,-0.0013694+0.033267i,0.0059384-0.045531i,-0.017174+0.072451i,0.061943-0.17125i,0.3972-0.79849i,-0.10458+0.17059i,0.13378-0.21895i,0.033388-0.12945i,0.026367+0.032809i,-0.17362-0.03994i,0.020429+0.012572i
-0.0039039-0.022975i,0.0028637+0.027609i,-0.00084157-0.034776i,-0.003425+0.047324i,0.014219-0.074643i,-0.058206+0.17408i,-0.40035+0.79554i,0.11133-0.16525i,-0.1531+0.20572i,-0.052562+0.12166i,-0.019632-0.034755i,0.16207+0.071901i,-0.017388-0.015697i
0.0046457+0.023548i,-0.0036988-0.028317i,0.0018043+0.035665i,0.0022762-0.048462i,-0.012772+0.076149i,0.056165-0.1762i,0.40154-0.79328i,-0.11571+0.16046i,0.16878-0.19176i,0.072881-0.10984i,0.0099508+0.033721i,-0.14117-0.098605i,0.0096661+0.014894i
-0.0045538-0.023339i,0.0036373+0.028194i,-0.0017958-0.035666i,-0.0021894+0.048653i,0.0125-0.07664i,-0.05545+0.17723i,-0.40118+0.79215i,0.11816-0.15673i,-0.18117+0.17781i,-0.093299+0.093481i,0.0015726-0.028844i,0.11287+0.1178i,0.00067172-0.0085099i
0.003965+0.022299i,-0.0030425-0.027183i,0.0012102+0.034716i,0.002734-0.047819i,-0.012931+0.076027i,0.055535-0.17708i,0.39987-0.79228i,-0.11934+0.15427i,0.19092-0.16425i,0.11252-0.072625i,-0.013488+0.019896i,-0.079761-0.12822i,-0.010908-0.0038413i
-0.0032278-0.020568i,0.0022902+0.025433i,-0.0004553-0.032973i,-0.0034648+0.046129i,0.013574-0.074487i,-0.055878+0.17592i,-0.3982+0.79349i,0.11993-0.15288i,-0.1987+0.15102i,-0.12925+0.047879i,0.024326-0.0073632i,0.044657+0.1297i,0.018346+0.021124i
0.0026148+0.018454i,-0.0016742-0.023273i,-0.00015072+0.030788i,0.0040346-0.043963i,-0.014048+0.072433i,0.056054-0.17421i,0.39666-0.79527i,-0.12044+0.15204i,0.20504-0.13768i,0.14248-0.020359i,-0.032924-0.0076457i,-0.01007-0.12311i,-0.020983-0.041073i
-0.0022557-0.016366i,0.0013339+0.021139i,0.00045708-0.028632i,-0.0042794+0.041831i,0.014172-0.070419i,-0.055867+0.17256i,-0.39546+0.79696i,0.12113-0.15102i,-0.21013+0.12357i,-0.15163-0.0084966i,0.038669+0.023627i,-0.022142+0.11005i,0.018012+0.060679i
-0.032325+0.0054411i,0.038008-0.0068855i,-0.04651+0.0093117i,0.060817-0.013979i,-0.090527+0.025251i,0.19299-0.07086i,0.75744-0.41425i,-0.11724+0.11747i,0.069899-0.20792i,-0.016197-0.16433i,0.017387+0.044144i,-0.10858+0.065018i,-0.030865+0.041825i
0.029607-0.0055801i,-0.035029+0.0070255i,0.043206-0.0094568i,-0.057087+0.01414i,0.086205-0.025459i,-0.18773+0.071258i,-0.7633+0.41542i,0.12677-0.11725i,-0.094146+0.20566i,-0.0027905+0.1599i,-0.014261-0.042084i,0.12491-0.04593i,0.032963-0.029261i
-0.025994+0.0058385i,0.031097-0.0073108i,-0.038878+0.0097814i,0.052253-0.014527i,-0.080687+0.025961i,0.18118-0.072053i,0.77057-0.41602i,-0.13785+0.11607i,0.11981-0.20063i,0.018929-0.15308i,0.013962+0.039677i,-0.1401+0.023785i,-0.028065+0.016905i
0.021754-0.0064948i,-0.026495+0.0080424i,0.033836-0.010613i,-0.046654+0.015499i,0.074346-0.027151i,-0.17374+0.073684i,-0.77879+0.41555i,0.14989-0.11336i,-0.14603+0.19224i,-0.03256+0.14479i,-0.015762-0.037977i,0.15265+0.0018194i,0.017624-0.0073628i
-0.017289+0.0077054i,0.02166-0.009389i,-0.028551+0.012134i,0.040804-0.017255i,-0.067749+0.029248i,0.16605-0.076393i,0.78723-0.41373i,-0.16203+0.10883i,0.17163-0.18022i,0.044422-0.13564i,0.01845+0.037588i,-0.16062-0.030599i,-0.0041734+0.0022887i
0.013061-0.0094572i,-0.017087+0.011336i,0.02356-0.014328i,-0.035289+0.019776i,0.061543-0.032231i,-0.15883+0.080154i,-0.79506+0.41062i,0.17332-0.10254i,-0.19533+0.16473i,-0.055432+0.12577i,-0.020621-0.038501i,0.16207+0.061391i,-0.0092756-0.0020089i
-0.0094953+0.011563i,0.013234-0.013681i,-0.019358+0.016975i,0.030649-0.022819i,-0.056322+0.035829i,0.15274-0.084659i,0.80155-0.40656i,-0.18288+0.094919i,0.21594-0.14639i,0.066421-0.11483i,0.021005+0.040074i,-0.15543-0.092184i,0.01993+0.005471i
0.0068969-0.013701i,-0.010429+0.016075i,0.0163-0.019695i,-0.02727+0.025967i,0.052509-0.039579i,-0.14825+0.089388i,-0.80614+0.40214i,0.19007-0.086673i,-0.23259+0.12619i,-0.077896+0.10214i,-0.018772-0.041172i,0.14001+0.12035i,-0.025859-0.01053i
-0.0053921+0.015486i,0.0088055-0.018103i,-0.01453+0.022034i,0.025308-0.028723i,-0.050277+0.042928i,0.14556-0.093719i,0.80864-0.39809i,-0.19463+0.078657i,0.24486-0.10527i,0.089885-0.086848i,0.013734+0.040445i,-0.11615-0.14307i,0.026425+0.014499i
0.004913-0.016565i,-0.0082903+0.01938i,0.013966-0.023574i,-0.024672+0.030624i,0.049522-0.045362i,-0.14455+0.09707i,-0.80916+0.39508i,0.1967-0.07167i,-0.25282+0.084746i,-0.1019+0.068194i,-0.0063947-0.036648i,0.085321+0.1578i,-0.02239-0.014839i
-0.0052274+0.016697i,0.0086313-0.019647i,-0.014333+0.024028i,0.025061-0.031355i,-0.04991+0.046527i,0.14484-0.09904i,0.80812-0.39357i,-0.19676+0.066287i,0.25696-0.065479i,0.11301-0.045781i,-0.0021661+0.028961i,-0.049933-0.16273i,0.015697+0.0098067i
0.006005-0.015819i,-0.0094713+0.018831i,0.015244-0.023317i,-0.026048+0.030823i,0.05097-0.046315i,-0.14592+0.099498i,-0.80613+0.39372i,0.19548-0.062734i,-0.25803+0.047926i,-0.12206+0.019724i,0.010539-0.017209i,0.012936+0.15716i,-0.0089472+0.0010786i
-0.0069054+0.014065i,0.010442-0.017073i,-0.016296+0.021589i,0.027194-0.029186i,-0.052217+0.044895i,0.14722-0.098622i,0.80379-0.39536i,-0.19358+0.060842i,0.25681-0.03209i,0.12794+0.0092872i,-0.017312+0.0019386i,0.022649-0.14154i,0.0047379-0.016881i
0.0076664-0.011738i,-0.011261+0.014699i,0.017183-0.019194i,-0.028161+0.026822i,0.053276-0.042673i,-0.14835+0.096855i,-0.80159+0.39801i,0.19159-0.060096i,-0.25394+0.017572i,-0.1298-0.040064i,0.021396+0.015673i,-0.054224+0.11741i,-0.0049871+0.035429i
-0.0081701+0.0092513i,0.011799-0.012151i,-0.017763+0.016607i,0.028795-0.024244i,-0.053976+0.040211i,0.1491-0.094812i,0.79974-0.40097i,-0.18978+0.059763i,0.24974-0.0037166i,0.12726+0.071105i,-0.022268-0.03405i,0.079993-0.087102i,0.010434-0.0538i
0.0084719-0.0070357i,-0.012116+0.0098901i,0.018101-0.014325i,-0.029164+0.021991i,0.054391-0.038094i,-0.14955+0.093133i,-0.79815+0.40356i,0.18805-0.059072i,-0.24413-0.010178i,-0.12053-0.10086i,0.020083+0.051537i,-0.099152+0.053232i,-0.020422+0.068987i
-0.02915-0.0084788i,0.034589+0.01048i,-0.042882-0.013391i,0.057173+0.018027i,-0.087757-0.026764i,0.19707+0.052445i,0.85212+0.14018i,-0.16236+0.013261i,0.17488-0.11712i,0.079246-0.1599i,-0.010305+0.062792i,-0.12762-0.046779i,-0.049223+0.031113i
0.02613+0.0071017i,-0.031324-0.0089711i,0.039319+0.011713i,-0.053236-0.016116i,0.083326+0.024503i,-0.19195-0.049532i,-0.85874-0.14211i,0.1712-0.008153i,-0.19471+0.10207i,-0.091371+0.14495i,0.01088-0.058649i,0.1267+0.070688i,0.042229-0.018503i
-0.022421-0.0053622i,0.027333+0.0070576i,-0.034989-0.0095766i,0.048487+0.013681i,-0.07804-0.021631i,0.18595+0.045885i,0.86627+0.14497i,-0.18083+0.0017675i,0.21424-0.084378i,0.099691-0.12915i,-0.0087704+0.055207i,-0.12348-0.094867i,-0.029224+0.0093325i
0.018407+0.0031336i,-0.023027-0.004602i,0.030336+0.0068339i,-0.043412-0.010558i,0.072432+0.017967i,-0.17964-0.041307i,-0.87402-0.14897i,0.19046+0.0061182i,-0.23242+0.063927i,-0.10498+0.11317i,0.0051268-0.053079i,0.11674+0.11906i,0.012805-0.0052218i
-0.014533-0.00045768i,0.018885+0.0016496i,-0.025878-0.0035339i,0.038573+0.0068025i,-0.067121-0.013574i,0.17372+0.035869i,0.88122+0.15401i,-0.19919-0.015375i,0.2481-0.041031i,0.10823-0.097251i,-0.001316+0.052266i,-0.10519-0.14226i,0.0039342+0.0064433i
0.011213-0.0024508i,-0.015351+0.0015679i,0.022096-7.1463e-05i,-0.034495-0.0026909i,0.062682+0.0087583i,-0.16883-0.029917i,-0.88715-0.1597i,0.2062+0.025516i,-0.26024+0.016436i,-0.11034+0.081127i,-0.0014122-0.052144i,0.08788+0.16274i,-0.01811-0.011869i
-0.0087456+0.005244i,0.012746-0.0046747i,-0.019333+0.0035734i,0.031551-0.0013285i,-0.059522-0.0040171i,0.16542+0.024012i,0.8913+0.1654i,-0.21089-0.035771i,0.2681+0.0087712i,0.11195-0.064166i,0.0022263+0.051603i,-0.064612-0.17829i,0.027692+0.01926i
0.0072565-0.0075149i,-0.011202+0.0072309i,0.017733-0.0064931i,-0.029892+0.0047306i,0.057806-6.7113e-05i,-0.16367-0.018807i,-0.89348-0.17034i,0.21305+0.045246i,-0.2714-0.033349i,-0.11322+0.045568i,-0.00091359-0.049317i,0.036133+0.18659i,-0.031941-0.025817i
-0.0066823+0.008889i,0.010649-0.0088312i,-0.017214+0.008389i,0.029428-0.0070297i,-0.057429+0.0029552i,0.16344+0.014911i,0.89383+0.17384i,-0.21285-0.053104i,0.27033+0.056119i,0.11381-0.024624i,-0.0020701+0.044074i,-0.0041822-0.18568i,0.031523+0.028875i
0.0067996-0.0091104i,-0.010844+0.009198i,0.017511-0.0089577i,-0.029864+0.0078913i,0.058062-0.0042734i,-0.16438-0.012747i,-0.89279-0.17541i,0.21079+0.058743i,-0.26552-0.076176i,-0.11299+0.00095724i,0.0057124-0.035084i,-0.028715+0.17438i,-0.028288-0.026558i
-0.0072913+0.0081039i,0.011441-0.008248i,-0.018247+0.0081059i,0.030785-0.0072096i,-0.059242+0.0039i,0.16596+0.012458i,0.89094+0.17485i,-0.20758-0.061924i,0.25782+0.093042i,0.10978+0.025302i,-0.0086916+0.022204i,0.059626-0.15263i,0.024763+0.018251i
0.0078337-0.0059955i,-0.012091+0.0061147i,0.019038-0.0059755i,-0.031768+0.0051356i,0.060498-0.0019955i,-0.16765-0.013876i,-0.8889-0.17236i,0.20393+0.062811i,-0.24815-0.10672i,-0.10326-0.053462i,0.0097008-0.006014i,-0.085702+0.12156i,-0.023478-0.0047625i
-0.0081843+0.0030888i,0.01253-0.0031228i,-0.019596+0.0029151i,0.032493-0.0020459i,-0.061475-0.0010309i,0.16904+0.016554i,0.88713+0.16841i,-0.20039-0.061928i,0.23723+0.11763i,0.09281+0.082345i,-0.0077704-0.012277i,0.10466-0.08335i,0.026306-0.011851i
0.0082475+0.00019944i,-0.012651-0.00028124i,0.019803+0.00059408i,-0.032832-0.0015385i,0.062024+0.0046114i,-0.16997-0.019867i,-0.88583-0.1637i,0.19722+0.060031i,-0.22547-0.12649i,-0.078262-0.11047i,0.0025115+0.031059i,-0.11513+0.040888i,-0.03395+0.028761i
-0.0081028-0.0034275i,0.012541+0.003624i,-0.01975-0.0040424i,0.032878+0.0050652i,-0.062247-0.0081434i,0.17054+0.023155i,0.88491+0.15895i,-0.19433-0.057924i,0.21289+0.13407i,0.060026+0.13633i,0.005777-0.04865i,0.11689+0.0026904i,0.045735-0.043033i
0.0079893+0.0062214i,-0.012454-0.0065053i,0.019713+0.0069994i,-0.032931-0.0080685i,0.062468+0.01112i,-0.17111-0.025861i,-0.88395-0.15479i,0.19128+0.05628i,-0.19912-0.14101i,-0.039024-0.15862i,-0.016165+0.063626i,-0.11074-0.044504i,-0.059725+0.052314i
-0.020979-0.018657i,0.024246+0.023313i,-0.02925-0.030417i,0.037999+0.042531i,-0.057236-0.067812i,0.12876+0.15444i,0.58698+0.63616i,-0.13177-0.094542i,0.20275+0.014282i,0.16304-0.099763i,-0.052029+0.059724i,-0.05631-0.14163i,-0.06412+0.0099623i
0.018418+0.01568i,-0.021524-0.020092i,0.026342+0.026891i,-0.034875-0.038607i,0.053864+0.063332i,-0.12515-0.14906i,-0.59249-0.64164i,0.13732+0.10381i,-0.2118-0.0379i,-0.16345+0.080483i,0.049095-0.05564i,0.04011+0.15713i,0.049471-0.00341i
-0.015365-0.01221i,0.018294+0.01633i,-0.022912-0.022768i,0.031219+0.03402i,-0.049957-0.058105i,0.12104+0.14282i,0.59844+0.64812i,-0.14304-0.11428i,0.21938+0.063201i,0.1599-0.062275i,-0.043905+0.053219i,-0.023124-0.1705i,-0.031198+0.0026472i
0.012234+0.0083191i,-0.015001-0.012106i,0.01944+0.018132i,-0.027553-0.028858i,0.046091+0.052229i,-0.11704-0.13584i,-0.60411-0.65545i,0.14812+0.12578i,-0.22453-0.089791i,-0.15346+0.045391i,0.03779-0.052475i,0.0045513+0.18124i,0.012426-0.0078339i
-0.0094174-0.0042543i,0.012064+0.0076829i,-0.016378-0.01327i,0.024367+0.023434i,-0.042801-0.046048i,0.11376+0.12851i,0.60884+0.66321i,-0.1518-0.13776i,0.2264+0.11686i,0.14516-0.029579i,-0.031992+0.052794i,0.016187-0.18815i,0.0039261+0.017709i
0.0071963+0.00039556i,-0.0097849-0.0034713i,0.014051+0.0086233i,-0.022013-0.018233i,0.040468+0.040097i,-0.11162-0.12141i,-0.61216-0.67069i,0.15358+0.14942i,-0.2244-0.14326i,-0.13576+0.014193i,0.027359-0.053068i,-0.039088+0.18962i,-0.015792-0.029879i
-0.0056891+0.0028176i,0.0082885-5.556e-05i,-0.01259-0.0047072i,0.020628+0.013816i,-0.039241-0.034996i,0.11076+0.11525i,0.61392+0.67713i,-0.15328-0.15982i,0.21843+0.16773i,0.12557+0.0016012i,-0.02415+0.051965i,0.063337-0.18393i,0.022393+0.041381i
0.0048333-0.0049788i,-0.0075036+0.0024596i,0.011913+0.0019968i,-0.02012-0.010703i,0.039009+0.03132i,-0.11106-0.11067i,-0.61427-0.68177i,0.15112+0.16811i,-0.20881-0.18906i,-0.11443-0.018569i,0.021977-0.048259i,-0.087292+0.16975i,-0.024362-0.049374i
-0.0044139+0.0058025i,0.0071952-0.0034324i,-0.011762-0.00082707i,0.0202+0.009261i,-0.039446-0.029475i,0.11215+0.10812i,0.61364+0.6841i,-0.14761-0.17363i,0.19627+0.20637i,0.10179+0.037159i,-0.019922+0.041138i,0.10867-0.14649i,0.023519+0.051804i
0.0041298-0.0051863i,-0.0070349+0.0028628i,0.011776+0.0013199i,-0.020468-0.0096255i,0.040105+0.029612i,-0.11351-0.10778i,-0.61264-0.68391i,0.14348+0.17615i,-0.18178-0.21918i,-0.086866-0.057335i,0.016776-0.030429i,-0.12494+0.11463i,-0.022369-0.047885i
-0.0036805+0.0032331i,0.006695-0.00086069i,-0.011595-0.0033577i,0.020524+0.01167i,-0.040539-0.031595i,0.11464+0.1095i,0.61185+0.68136i,-0.13942-0.1758i,0.16633+0.22753i,0.068941+0.078514i,-0.011362+0.016674i,0.13376-0.075736i,0.023429+0.038268i
0.0028524-0.00022819i,-0.0059418-0.002268i,0.010961+0.0066105i,-0.020082-0.015036i,0.040422+0.035034i,-0.11516-0.11285i,-0.61171-0.67693i,0.13599+0.17313i,-0.1507-0.23192i,-0.047583-0.099638i,0.0028575-0.0010378i,-0.13347+0.032363i,-0.028559-0.024872i
-0.0015849-0.0034239i,0.0047062+0.0060891i,-0.0097941-0.010609i,0.019048+0.019214i,-0.039645-0.03937i,0.11495+0.11721i,0.61238+0.67129i,-0.13341-0.16888i,0.13535+0.23313i,0.022837+0.11936i,0.0089718-0.014919i,0.12342+0.01235i,0.038459+0.010418i
-3.0423e-06+0.0072877i,-0.0031137-0.010135i,0.0082271+0.01485i,-0.017563-0.023657i,0.038355+0.044004i,-0.11415-0.12193i,-0.61372-0.66519i,0.13155+0.16389i,-0.1203-0.23204i,0.004695-0.1363i,-0.023664+0.029565i,-0.10414-0.055137i,-0.052445+0.0022388i
0.0016291-0.010988i,0.0014657+0.014004i,-0.0065832-0.0189i,0.015974+0.027896i,-0.036929-0.048424i,0.11317+0.12643i,0.61527+0.65925i,-0.12992-0.15885i,0.10519+0.2294i,-0.033904+0.14932i,0.040122-0.041534i,0.077235+0.093114i,0.068574-0.010788i
-0.0029058+0.014287i,-0.00017731-0.017442i,0.0053096+0.022486i,-0.014767-0.031635i,0.035895+0.052309i,-0.1126-0.13038i,-0.6164-0.65386i,0.12784+0.15421i,-0.089409-0.22568i,0.063348-0.1577i,-0.056825+0.049996i,-0.045115-0.12419i,-0.084073+0.01402i
-0.010061-0.023883i,0.01005+0.029434i,-0.0099507-0.037984i,0.0098039+0.052799i,-0.010006-0.084474i,0.014464+0.19672i,0.073196+0.86594i,-0.040691-0.15837i,0.14727+0.1322i,0.20271+0.0032443i,-0.089647+0.026902i,0.068695-0.15842i,-0.068379-0.020019i
0.0089779+0.019535i,-0.0089415-0.024783i,0.0088285+0.032967i,-0.0086917-0.047325i,0.0089623+0.078395i,-0.013696-0.18977i,-0.075546-0.87414i,0.040984+0.16963i,-0.14242-0.15724i,-0.19109-0.019057i,0.08376-0.025246i,-0.089538+0.15755i,0.051225+0.016542i
-0.0075739-0.014604i,0.007514+0.019504i,-0.007393-0.027272i,0.0072802+0.041114i,-0.0076473-0.071516i,0.012711+0.18195i,0.077995+0.88328i,-0.041075-0.18186i,0.13579+0.18271i,0.17636+0.031889i,-0.076381+0.0261i,0.10824-0.15446i,-0.033633-0.0063642i
0.0061911+0.0093585i,-0.0061342-0.013886i,0.0060406+0.021209i,-0.006-0.034505i,0.006532+0.064205i,-0.012029-0.17367i,-0.079967-0.89289i,0.040325+0.19449i,-0.12673-0.2078i,-0.15964-0.042046i,0.068727-0.028852i,-0.12535+0.14861i,0.018455-0.0091101i
-0.0050715-0.0042088i,0.0050609+0.008368i,-0.0050493-0.015253i,0.0051517+0.028012i,-0.0059433-0.057027i,0.012007+0.16555i,0.08107+0.90227i,-0.03831-0.20669i,0.11486+0.23141i,0.14176+0.050259i,-0.06165+0.032375i,0.14098-0.13898i,-0.0076922+0.027327i
0.0043014-0.00037031i,-0.0043847-0.0034597i,0.0045142+0.009953i,-0.0048346-0.022233i,0.0059847+0.050638i,-0.012753-0.15832i,-0.081199-0.91059i,0.034938+0.21753i,-0.10023-0.25228i,-0.12317-0.057478i,0.055431-0.035297i,-0.15456+0.12442i,0.0020518-0.045145i
-0.003796+0.0039325i,0.004011-0.00035974i,-0.0043287-0.0058273i,0.0049273+0.017732i,-0.0065156-0.045655i,0.014099+0.15267i,0.080557+0.91708i,-0.030478-0.22608i,0.083314+0.26926i,0.10381+0.064613i,-0.04973+0.036327i,0.16486-0.10403i,-0.00083216+0.059538i
0.0033285-0.0061484i,-0.0036916+0.002737i,0.004219+0.0032568i,-0.0051249-0.014922i,0.0071922+0.042534i,-0.015652-0.14911i,-0.079607-0.92118i,0.0255+0.23171i,-0.064948-0.28147i,-0.083239-0.072285i,0.043694-0.034568i,-0.17011+0.077578i,0.0021424-0.068266i
